review,rate
"Aplikasi ini baik-baik saja sebelum diperbarui. Pemberitahuan GPS selalu meminta saya untuk mengaktifkan GPS saat sudah diaktifkan. Ketika saya memesan naik, pengemudi tidak dilacak dan peta itu hanya kosong. Saya sudah mengirim email jadi tolong saya perlu dipecahkan karena saya masih ingin menggunakan fitur Anda.",negative
Layanan yang ramah pengguna dan bermanfaat,positive
"pengemudi mengemudikan kendaraan tanpa mengikuti GPS, jadi pada perjalanan ini kami harus mengeluarkan biaya ERP sebanyak $ 5",negative
Tidak ada opsi berhenti berlangganan dari spam,negative
"Memesan makanan, tetapi aplikasi selalu berhenti ketika saya membuka pesanan yang sedang berlangsung",negative
"Aplikasi bagus dengan banyak penawaran dan promosi, Sangat mudah digunakan",positive
Saya tidak pernah kecewa. Aplikasi ini berfungsi cukup baik di ponsel saya (kecuali jika ada pemeliharaan). Terus lakukan pekerjaan dengan baik,positive
aplikasi membantu. saya selalu menggunakan ini. Terima kasih,positive
"Kebijakan privasi data terburuk. Segera cuci tangan mereka jika terjadi sesuatu. Juga terlalu banyak pemberitahuan, jadi satu-satunya pilihan yang tersisa adalah memblokir semua pemberitahuan",negative
"Setelah menyelesaikan misi saya, saya tidak mendapatkan voucher yang dijanjikan sangat kecewa ..",negative
Tidak dapat memutakhirkan akun,negative
"Hal yang baik bagi Grab, yang menjadi terlalu sombong.",positive
"aplikasi yang bagus, karena selalu memberi saya voucher :)",positive
"Saat menggunakan aplikasi ini di saat hujan, terutama gocar kebanyakan sekrup dan berantakan .. Di samping pengemudi yang kami dapatkan cukup jauh dari posisi kami. Jadi butuh lebih banyak waktu untuk menunggu mobil. Dan ketika kami membatalkan dari satu driver, dan mendapatkan yang baru, beberapa waktu nama driver sebelumnya masih terkoneksi",positive
"Tidak berfungsi !!!!! setelah diunduh & terdaftar dengan email & seluler .. aplikasi terus meminta untuk masuk dan menampilkan halaman yang membantu Anda .. ""Anda ada dalam daftar"" ... dan seterusnya .. ini sudah 2 2 hari dan saya masih tidak dapat melihat antarmuka untuk melakukan pemesanan apa pun untuk perjalanan ..",negative
Aplikasi yang bermanfaat dan terjangkau. Sangat senang untuk aplikasi ini,positive
"aplikasi yang buruk, saya bahkan tidak bisa membayar atau login kembali",negative
Aktifkan kesalahan lokasi !!!,negative
"Untuk beberapa alasan saya tidak dapat memutakhirkan go-pay saya, saya menggunakan KTP / SIM dan itu baru saja menolak semuanya, saya sudah memenuhi semua kriteria untuk mengirimkan dokumen tetapi hanya tertulis ""ID Patah"" atau semacamnya. Secara keseluruhan, aplikasi yang hebat, bukan layanan pelanggan yang hebat",negative
Sangat sulit untuk mengubah nomor telepon Anda dan Anda tidak dapat mengubahnya dalam 24 jam jika Anda mencoba lebih dari 3 kali. selain itu itu aplikasi yang bagus,negative
sangat sulit untuk menemukan driver untuk makanan pergi. luar biasa,positive
Lebih mudah menemukan transportasi ketika kita sedang terburu-buru. Mungkin memutakhirkan lokasi sehingga kami dapat menggunakannya kapan saja di tempat-tempat seperti kawasan wisata,positive
"Saya bisa membeli makanan, dan pulang ke rumah setiap saat, terima kasih GO-JEK atas bantuan Anda, saya bisa membeli makanan, dan pulang setiap hari, Terima kasih GO-JEK atas bantuannya",positive
"Peta tidak menunjukkan lokasi pengambilan yang tepat, dan perlu memandu pengemudi.",negative
Saya tidak bisa masuk dan menggunakan spp saya,negative
"Mengganggu saya dengan email pemasaran harian mereka, tanpa opsi untuk berhenti berlangganan di mana saja (bahkan tidak ada opsi untuk berhenti berlangganan email dalam pengaturan akun). Saya berhak memilih apa yang ingin saya beri tahu. Maaf, tetapi email Anda akan masuk ke spam kecuali Anda telah menambahkan untuk memilih berhenti berlangganan email.",negative
"Sedot, selalu galat.",negative
Saya tidak dapat Meng-upgrade akun saya karena setiap kali saya mengambil kartu ID saya (KTP) buram ..,negative
"Setelah diperbarui, saya bahkan tidak bisa melakukan pemesanan. Terus meminta saya untuk memilih metode pembayaran. .",negative
"Di atas dan ke bawah, pengemudi diminta untuk membatalkan, bug yang membuatnya dua kali lipat, dan hal-hal kecil lainnya. Aplikasi ini membuat hidup saya lebih mudah secara umum. Terima kasih atas penemuan dan dedikasi yang luar biasa untuk membuatnya terus berjalan.",positive
"Ulasan pertama: Mengapa tidak ada pemberitahuan pembaruan saat membuka aplikasi versi lama, dan biasanya obrolan akan buggy jika kita menggunakan aplikasi versi lama. Ulasan kedua: Sekali lagi tidak ada pemberitahuan untuk pembaruan perangkat lunak. Ingin tahu mengapa aplikasi ini tiba-tiba tidak berfungsi (ternyata perlu diperbarui)",negative
"Dengan v3.25.2 saya tidak memiliki masalah instalasi. Terima kasih. Ini adalah catatan saya untuk kesenjangan antara v3.24 dan v.3.7 Untuk alasan yang tidak diketahui, ini adalah satu-satunya aplikasi yang tidak dapat diperbarui di ponsel saya. CS mengatakan kepada saya untuk mengganti perangkat, saran sangat disayangkan. Sementara pesaing tidak memiliki masalah seperti itu.",positive
"Anggota kartu DBS seharusnya mendapatkan akses prioritas, tetapi aplikasi Anda bahkan tidak dapat memverifikasi baik kartu debit maupun kartu kredit saya! Terus mengatakan kode tidak valid! Aplikasi sialan Anda bahkan tidak dapat melakukan fungsi verifikasi sederhana, namun Anda ingin kami percaya platform Anda dapat melayani kebutuhan transportasi kami ?!",negative
"voucher makanan go palsu, LOL pemasaran yang sangat bagus. Grab jauh lebih baik dengan diskon makanan dan biaya pengiriman.",negative
"Habis top up kok malah ga bsa d pake aplikasi nya, paksa tutup mulu",negative
"Sering memesan naik, pergi makan, dll.",positive
"Waktu optinal, pengemudi yang baik",positive
"Pada dasarnya: pemberitahuan iklan yang mengganggu. Ini adalah aturan emas untuk memiliki opsi yang dapat dilepas untuk promo, tetapi mereka tidak memilikinya. Ini layanan berbayar, saya berharap kontrol penuh tentang bagaimana iklan ditampilkan.",negative
Tidak dapat memutakhirkan akun gopay,negative
Lokasi selalu tidak ditemukan bahkan saya menyalakan gps dengan akurasi tinggi. Oposisi A37f Android 5.1.1,negative
"Tidak dapat memperbarui aplikasi, namun terus meminta saya untuk menginstal versi terbaru setiap kali saya mencoba membukanya. Banyak pengguna lain memiliki masalah yang sama, jadi jangan pernah berani memberi tahu saya bahwa ada sesuatu yang salah dengan perangkat saya.",negative
aplikasi hebat dibandingkan dengan ambil.,positive
"Mengapa GoPay tidak dapat digunakan sebagai metode pembayaran? Saya baru mengisi 1jt dan kemudian opsi untuk menggunakan GoPay tidak muncul sama sekali, hanya uang tunai yang tersedia.",negative
Aplikasi transportasi hebat,positive
"Saya mendaftar pada awal Desember .. sudah lebih dari 3 minggu .. dan masih menunjukkan ""Anda ada dalam daftar"" .. ketika sebagian besar teman saya yang mendaftar setelah saya sudah menggunakan layanan. serius ?!",negative
Pengalaman yang sangat tidak penting tbh. Aplikasi yang menunjukkan driver tiba dalam 3 menit ketika driver bahkan tidak ada di sini setelah 10. Sebuah menilai kami hyperlink di aplikasi yang bahkan tidak membawa Anda ke halaman yang tepat di Google Play. Masih jauh untuk pergi jika Anda ingin menjadi David yang mengalahkan Goliath.,negative
Aplikasi tidak dapat menghapus obrolan saya. 👎,negative
Anda harus memberikan layanan kepada pengguna yang dapat mengunggah gambar untuk driver (gofood). Karena kadang-kadang pengemudi tidak dapat mengenali tempat pengiriman. Hanya mengatakan.,positive
"Saya sangat kecewa! Sejak 2 minggu yang lalu saya tidak dapat menggunakan aplikasi ini lagi, dikatakan ada masalah akun dan meminta saya untuk melapor melalui email. Saya sudah mengirim email dan menunggu lebih dari 2 minggu tetapi masih belum ada tindakan. Harap perbaiki segera.",negative
"MASALAH FLASHING ketika cuaca mulai hujan, aplikasi ini menjadi gila ... Saya tidak sengaja membuat 4 pemesanan sekaligus karena masalah ini ... Dan saya harus membayar semua perjalanan karena merasa bersalah kepada pengemudi .. tolong perbaiki!!",negative
"Sempurna di hampir semua area. Satu-satunya ruang untuk perbaikan adalah membuat lokasi peta dalam poin yang lebih rinci seperti aplikasi Gr * b, jadi orang tidak perlu mencari (lagi dan lagi) lokasi pada perjalanan selanjutnya.",positive
Driver selalu membatalkan pemesanan atau lebih buruk meminta Anda untuk membatalkan setelah membuat Anda menunggu.,negative
"Ini sangat berguna dalam kehidupan sehari-hari saya, terima kasih telah membuat aplikasi ini 😍😍🔥",positive
"Fungsionalitas inti ok. Terlalu banyak iklan pemberitahuan push, seringkali beberapa kali sehari. Harus mematikan aplikasi setelah menggunakannya untuk menghentikannya agar tidak mengirim spam kepada saya. Tidak ada cara untuk mematikan dorongan iklan. Mengganggu.",negative
"Saya telah menggunakan aplikasi ini sejak 2017 dan sangat sedikit masalah yang saya hadapi. Secara umum aplikasi ini sangat bermanfaat. Tapi, mengapa sejak awal 2019, saya kehilangan poin go saya di aplikasi ini (tidak ditampilkan lagi) ?? Saya ingat bahwa poin saya lebih dari 20.000.",positive
Ini adalah aplikasi yang bagus tetapi untuk versi berikutnya harap tambahkan alasan cuaca untuk membatalkan pesanan. Saya memesan naik-naik dan tiba-tiba hujan dan ketika saya harus membatalkannya tidak ada pilihan untuk itu dan jika saya tidak memilih saya tidak dapat membatalkan pesanan jadi saya memilih alasan lain sebagai gantinya,positive
aplikasi bekerja dengan baik tetapi mendapat satu bintang untuk mengirim spam kepada saya sepanjang waktu dengan penawaran mereka yang tidak dapat menonaktifkan pemberitahuan promo. saya menonaktifkan notifikasi untuk seluruh aplikasi yang saya tidak pernah diberitahu tentang driver yang masuk. Saya kira saya akan tetap dengan Grab untuk saat ini,negative
"Aplikasi yang sangat berguna dan sangat ramah pengguna. 100% transaksi saya selesai, akurat dan dalam waktu singkat. Kehidupan di Jakarta menjadi lebih mudah sejak go-jek diluncurkan. Terima kasih atas kontribusi anda :)",positive
Tidak dapat memasukkan lokasi,negative
redmi note 7 tidak dapat mengambil selfie untuk meningkatkan akun gopay ... dan aku rindu pergi membayar hari cz itu ... sial,negative
"Saya tidak tahu mengapa saya bahkan dikreditkan. Di tempat pertama, pemesanan tidak dilakukan karena kegagalan sistem situs go-jek maka tiba-tiba saya menerima tanda terima pesanan. Pesanan di mana saya bahkan tidak mengalami perjalanan.",negative
Aps sangat berguna dan berguna,positive
Di mana fungsi obrolan dalam aplikasi? Mengapa itu tidak berfungsi lagi? Saya tidak suka menggunakan SMS untuk mengirim pesan ke pengemudi.,negative
Pengemudi itu konyol. Dibatalkan pada saya 4 kali dan harganya bahkan naik.,negative
suka. mao transport mao makan jd gampang plus banyak discont,positive
"Aplikasi hebat ini seharusnya hanya tinggal di JAKARTA DAN JAKARTA. Menggunakannya di Bali dan bertemu dengan pengemudi yang tidak sopan, pengemudi bodoh, pengemudi tidak jujur, melaporkannya namun tidak ada yang kembali. Mengisi harga penuh untuk setengah perjalanan saya benar-benar konyol. MENGERIKAN",negative
Buggy dan lamban. GPS tidak berfungsi dengan baik sehingga Anda tidak tahu di mana pengemudi berada. Aplikasi sering menempatkan Anda di tempat yang salah. Bug tidak akan membiarkan saya membatalkan driver sehingga dia terus memanggil saya sampai saya menghapus aplikasi.,negative
Semakin saya menggunakan aplikasi ini terutama dengan GOPAY semakin sedikit manfaat yang saya dapatkan. Tarif menggunakan GOPAY hampir sama dengan dengan Tunai. Tambahkan ke fakta baru bahwa poin yang telah kami kumpulkan akan kedaluwarsa karena waktu tertentu. Itu menjadi lebih tidak menguntungkan bagi saya dan pelanggan lain.,negative
"Saya suka menggunakan aplikasi gojek sebagai rutinitas harian saya, Tapi entah bagaimana di gopay itu tidak masuk akal, Penarikan mengerikan ke rekening bank, Mereka mengatakan hanya butuh waktu satu menit atau 5 menit, Tapi saya tidak pernah berhasil melakukan penarikan dalam seminggu, Selalu mengembalikan uang ke gopay, Jadi tolong perbaiki ini, Terima kasih",negative
"Tolong, perbaiki bug Anda !!!!!! Saya sudah memberikan bintang driver, tetapi masih muncul di layar saya untuk memberi mereka bintang lagi !!!!",negative
"dibatalkan dua kali tanpa alasan. Cukup frustasi bayangkan waktu tunggu dan dibatalkan maka harus mengklik rebook secara manual. jika saya melakukan beberapa hal, saya tidak akan menyadari bahwa perjalanan dibatalkan dan waktu terbuang ketika saya perlu mengklik ulang. Tidak dapat diandalkan.",negative
"Karena logonya diubah dan diperbarui, tidak dapat masuk lagi. Aplikasi sampah.",negative
Ini adalah aplikasi rentenir. Saya ditipu oleh fintech. TIDAK PERNAH MENGGUNAKAN FINTECH !!!,negative
"Aplikasi bagus, kecuali saat hujan selalu error",positive
aplikasi yang bagus sangat membantu,positive
Tidak terinstal. Akun saya secara otomatis mengulangi pesanan naik dan pergi mobil ketika saya selesai / melanjutkan pesanan.,negative
"Dari Singapura. Banyak perbaikan yang dibutuhkan. Misalnya, lokasi di Jakarta bahkan ketika saya di Singapura dengan GPS dihidupkan. Navigasi dan antarmuka pencarian sangat lambat.",negative
"Sebuah aplikasi yang memberi Anda banyak layanan seperti naik sepeda motor & mobil, membayar tagihan, membeli tiket film, kartu hadiah google, kredit telepon, memesan makanan, mengirimkan barang, dan banyak lagi. Saya menggunakannya setiap hari dan sangat mudah digunakan",positive
"Tidak dapat menampilkan driver di peta? Sangat sangat buruk, terutama ketika pengemudi cenderung meluangkan waktu dan memaksa klien untuk membatalkan nanti! Buang waktu untuk menebak kapan pengemudi akan datang. Di mana saya bahkan dapat menemukan poin saya sendiri? Dulu mudah tapi tidak lagi. Untungnya transaksi cukup mudah.",negative
"Melayani tujuannya tetapi menunggu. Serius, hanya gunakan aplikasi ini ketika Anda memiliki kemewahan waktu. Driver selalu jauh dan ETA tidak dapat diandalkan - bagaimana ETA 3 menit sebanding dengan 20 menit yang sebenarnya menunggu?",negative
tampilan hebat ... mudah,positive
"mudah digunakan, sangat efektif, sangat berguna, dan merupakan aplikasi yang dibuat dengan baik!",positive
Tidak ada siapa pun: Pemberitahuan GoMall: OFF 70% PADA STUFF YANG ANDA TIDAK TERTARIK Bagaimana Anda mematikan notifikasi umum yang tidak pernah berakhir ini,negative
"Aplikasi & perusahaan. Tidak bekerja. Saat berfungsi, pengemudi tidak muncul.",negative
"Aplikasi bagus tetapi ongkos perjalanan tidak fantastis karena sama dengan tarif normal JustGrab atau taksi yang saya pakai. Sejauh ini, keuntungannya adalah kode promo pengguna pertama kali hanya berlaku untuk 2 perjalanan pertama. Kecewa.",negative
"Terlalu banyak pembaruan yang dipaksakan. Menyebalkan! Kami tidak perlu fitur yang tidak perlu di aplikasi Anda. Berdasarkan pengalaman saya sendiri, Anda kehilangan pelanggan dan kesempatan karenanya. Saya tidak dapat membuka aplikasi Anda karena saya tidak bisa atau tidak ingin memperbarui aplikasi",negative
"Harganya terlalu tinggi. Aplikasi ini terkadang menunjukkan rute yang lebih panjang daripada yang terdekat, membuat harganya lebih tinggi dari yang seharusnya. Saya juga tidak bisa mengerti bagaimana harga dinaikkan ketika tidak ada momen logis untuk itu.",negative
"Saya akan memberikan lima bintang, tetapi entah bagaimana dalam pembaruan baru saya tidak dapat menggunakan Go-Food dan terus memberitahu saya untuk mengaktifkan lokasi saya meskipun saya sudah mengaktifkannya. Yang lucu adalah saya masih bisa memesan tumpangan dan bahkan mobil tetapi tidak bisa memesan makanan. Tolong perbaiki ini!",negative
"Keringkan baterai bahkan saat tidak digunakan. Saya tidak membuka aplikasi sepanjang hari, tetapi ketika saya memeriksa penggunaan baterai saya, aplikasi ini menghabiskan 30% dari baterai saya. Ini menghabiskan lebih banyak daya daripada penggunaan layar saya, yang gila mengingat saya bahkan tidak menggunakan atau membuka aplikasi ini.",negative
aplikasi yang bagus tetapi ketika menetapkan tujuan harus lebih ramah pengguna.,positive
"Tidak akan berfungsi dengan lokasi dalam mode ""hanya perangkat"". Terus mengomel tentang ""aktifkan lokasi"" saat lokasi sudah diaktifkan dan izin diberikan. Versi sebelumnya bekerja dengan baik dengan lokasi di ""mode perangkat saja"".",negative
"Aplikasi transportasi dan e-wallet yang hebat! Sebenarnya memiliki lebih banyak fitur tetapi dua layanan yang paling saya gunakan adalah yang disebutkan di atas. Terus bekerja dengan baik, Go-Jek!",positive
"ukuran aplikasi semakin besar setiap pembaruan. sebagian besar ponsel cerdas yang lebih lama tidak dapat memperbarui karena tidak ada ruang yang tersisa di memori aplikasi internal. dan jika tidak memperbarui, aplikasi berhenti berfungsi setelah beberapa saat. mengapa tidak membuatnya sederhana?",negative
Aplikasi hebat. Ini benar-benar sebuah berkah selama saya tinggal di Indonesia. Satu-satunya saran adalah menambahkan terjemahan otomatis (bahasa-bahasa Inggris dan sebaliknya) ke fitur obrolan. Kadang-kadang saya berusaha menjelaskan driver di mana saya berada.,positive
"semuanya bagus KECUALI terlalu banyak pemberitahuan promosi. 2-3 kali seminggu tidak apa-apa, tapi 10 kali sehari jelas tidak. Saya hampir menghapus aplikasi ini. Saya punya terlalu banyak gangguan pada ponsel saya.",negative
Mencoba memesan untuk naik mobil tetapi kita harus memasukkan kode prioritas sebelum kita dapat masuk ke sistem !! WTH !! Apa kode prioritas yang Anda minta ?? !! Bukankah itu seharusnya transportasi umum di Singapura atau hanya terbuka untuk pemegang rekening bank tertentu atau VIP Anda !!,negative
"Aplikasi ini sebenarnya bukan masalah terbesar. Cara mereka mengelola drive adalah masalah sebenarnya, drive biasanya mencoba mengobrol dengan Anda sebelum menjemput Anda dan meminta lebih banyak uang daripada yang dikatakan aplikasi. Selama satu bulan kami tinggal di Bali itu terjadi beberapa kali!",negative
Pengguna Singapura: Bahkan tidak berfungsi. Baru saja mengumpulkan data pribadi saya untuk memberi tahu saya bahwa layanan ini tidak tersedia. Aplikasi harus membuatnya tahu di muka bahwa ia belum siap untuk layanan.,negative
"Pukul dan meleset. Beberapa restoran harus diblokir dari aplikasi ini. Aplikasi ini hanya sebagus produk yang dijualnya. Seringkali, seperti 50% dari waktu (dari pengalaman pribadi) 😢. Tidak bagus untuk mencoba tempat baru. Sebagian besar waktu mengecewakan.",negative
"Mengisi daya playstore, game, dan aplikasi lain dengan mudah tanpa kartu kredit ..",positive
Transportasi dan makanan sehari-hari.,positive
Saya tidak mendapatkan diskon. Sangat mengecewakan. Sulit untuk melihat di mana sopir saya berada. Lokasi GPS Anda sangat menyebalkan ... waktu tunggu lebih dari 15 menit ketika seharusnya tiba dalam 9 menit. Sopir itu datang dan sangat ramah. Cara aplikasi Anda gunakan untuk memesan taksi sangat membingungkan.,negative
"Aplikasi tidak memungkinkan Anda untuk melihat riwayat. Jika Anda memesan untuk orang lain, aplikasi akan mengeluarkan beberapa pemesanan begitu pengemudi asli pindah. Dan Anda tidak dapat membatalkan yang lain karena Anda tidak dapat melihat pemesanan.",negative
Hei! bagaimana dengan Anda mengirim pemesanan lain secara otomatis jika pengemudi membatalkan perjalanan? itu benar-benar menyebalkan untuk mencapai ke area tunggu hanya untuk mengetahui bahwa pengemudi telah membatalkan beberapa titik waktu dan kami harus secara manual mengirim pemesanan lain dan menunggu lagi.,negative
"itu seharusnya 3-5 hari untuk aktivasi dan verifikasi aplikasi dengan bank dbs. Sudah hampir 2 minggu sekarang, namun aplikasi saya belum aktif. Tolong seseorang bisa kembali kepada saya tentang masalah ini. berapa lama lagi saya harus menunggu sampai saya bisa menggunakan GOJEK?",negative
Itu adalah aplikasi yang bagus sebelum saya harus memperbarui ke pembaruan terbaru. Setiap solusi pemecahan masalah dari Google sama sekali tidak berguna. Harap perbaiki ini sesegera mungkin,negative
"apakah ini aplikasi 'langsung'? Meskipun saya menginstal, menginstal ulang dan menginstal aplikasi lagi dan lagi, saya tidak dapat menggunakannya. setelah setiap instalasi, saya hanya melihat halaman yang 'Anda ada dalam daftar ...' dan saya mendapat '$ 5 off untuk 2 rides voucher' tetapi saya memiliki halaman untuk mulai menggunakan. sangat frustrasi.",negative
Aplikasi perjalanan yang bagus memanggil,positive
"Lebih dari aplikasi satu atap, tetap bersinar!",positive
"aplikasi yang bagus, sangat membantu",positive
"Lebih murah dari Grab, tidak ada masalah sejauh ini. Saya belum memiliki masalah dengan driver dalam beberapa bulan. Grab dan Grab driver memberi saya masalah hampir setiap hari. Saya menulis ini karena saya tiba-tiba menyadari betapa beruntungnya saya memiliki ini daripada Grab.",positive
"Sesuatu yang salah .. Saya tidak bisa memesan goride, gocar & gofood. Dan saya tidak bisa membayar sesuatu dengan scan qr gopay. Tapi di ponsel lain saya bisa melakukan itu semua .. Tolong perbaiki, maka saya bisa menggunakan gojek dengan benar ..",negative
Aplikasi yang bagus untuk memudahkan hidup,positive
Aplikasi pembeli-penjual terbaik,positive
"Aplikasi ini bagus dan bermanfaat, tetapi baru-baru ini setelah saya memperbarui ke versi terbaru saya tidak bisa menggunakan go food, itu selalu menunjukkan memungkinkan lokasi, saya telah mengikuti instruksi, tetapi masih tidak berfungsi. Sedikit kesal.",negative
"Saya suka menggunakan aplikasi ini karena ini berguna bagi saya ketika saya membutuhkan tumpangan. Pengemudi sebagian besar baik dan cukup ramah untuk memberi saya tumpangan. Selain itu, fungsi untuk aplikasi ini juga beragam. Ini sangat bagus!",positive
"Mendaftar untuk versi beta, menerima tautan untuk memverifikasi email tetapi memberikan url yang tidak valid ketika saya mengklik tautan tersebut. Tidak ada kontak yang diberikan untuk saluran bantuan. Aplikasi bahkan tidak dapat digunakan saat masuk. Menunjukkan kepada saya halaman yang menyatakan pengujian beta.",negative
Selalu berhenti berfungsi tanpa alasan dan saya tidak tahu mengapa saya tidak dapat memutakhirkannya karena saya pikir itu tidak berfungsi karena memerlukan pembaruan. Saya memiliki ruang yang cukup dan koneksi yang lebih baik. Itu membuat saya stres.,negative
"Sistem yang buruk. bahkan tidak dapat mengatur ulang kata sandi. Saya mendaftar beberapa tahun yang lalu di ID menggunakan nomor ponsel prabayar ID dan sekarang ingin menggunakannya dengan nomor SG saya, tetapi saya tidak bisa melakukan reset kata sandi meskipun email saya ada di sana karena mereka hanya mengirim reset ke ponsel.",negative
pengalaman negatif dengan aplikasi ini Aplikasi diberitahu untuk mengubah tujuan selama perjalanan dan saya dikenakan biaya tambahan 7. Kami diturunkan di tujuan asli dan aplikasi tidak memungkinkan untuk memperbaikinya. Saya akan berhenti menggunakan mulai sekarang dan akan menempel pada opsi lain seperti ambil atau kenyamanan.,negative
"Saya telah melakukan top up pembayaran go saya melalui m-banking BCA, dan uang saya telah dikurangi tetapi uang pembayaran go saya masih Rp. 0",negative
Kami membutuhkan aplikasi ringan seperti yang lainnya,negative
Aplikasi yang sangat berguna. Dua jempol.,positive
Tidak dapat memutakhirkan goPay,negative
"Aplikasi yang berguna, yang pernah saya miliki",positive
Aplikasi yang sangat berguna ❤,positive
Cara lain untuk memanfaatkan pelanggan Anda. Saran rute AI Anda saat ini sangat membebani pelanggan beberapa mil yang tidak perlu,negative
"Aplikasi hebat dan menakjubkan. Benar-benar bermanfaat dan menjadi alat kecanduan hidup untuk digunakan. Seperti gaya baru manajemen kupon, tapi sayangnya saya tidak berada di 100 teratas walaupun poin saya lebih banyak dari yang dimiliki 70",positive
"Ini membantu banyak dalam rutinitas sehari-hari saya seperti membeli beberapa makanan, transportasi dari dan ke kantor saya, membeli airtime untuk telepon saya. Secara keseluruhan itu sangat membantu",positive
"itu membuat hidup saya lebih mudah dengan menggunakan aplikasi ini. nyaman untuk mencari transportasi, makanan, layanan pengiriman. bahkan saya dapat melakukan pembayaran di beberapa toko menggunakan gopay. sangat kompetitif dengan begitu banyak kupon dan promosi tersedia 👍👍",positive
aplikasi bagus .. harap banyak diskon lagi: v,positive
"lokasi driver di peta tidak diperbarui, kadang-kadang menemukan driver jauh dari lokasi. jadi saya perlu membatalkannya beberapa kali, dan setelah beberapa kali saya menemukan driver, harganya melonjak. memperbaikinya maka mungkin saya memberi Anda 5 bintang.",negative
"Saya mendapat banyak diskon perjalanan dan harga makanan. Semua pengemudi sopan, membantu, dan ramah. Tapi, saat hujan datang, tiba-tiba aplikasi sulit dijangkau.",positive
driver cepat dan ramah,positive
Secara keseluruhan aplikasi bagus,positive
"Mengapa saya memberi peringkat 1 bintang? Karena Anda hanya mengikuti aplikasi transportasi lain yang memiliki warna merek yang sama seperti milik Anda, Anda tahu siapa! Mereka menambah biayanya, yang juga sama dengan Anda, transportasi mobil terlalu mahal bahkan Anda pergi ke tempat terdekat!",negative
"Aplikasi hands down terbaik untuk ojol, mobil, dll! Layanan hebat, kalian semakin baik setiap kali saya menggunakannya. Layanan pelanggan juga sangat membantu saya ketika saya ingin memperbarui nomor telepon saya. Pertahankan kerja bagus!",positive
"Tidak dapat memperbarui, selalu ditampilkan kesalahan 910. Mengapa aplikasi ini menjadi lebih buruk? Jika masalah tidak terpecahkan, ini adalah aplikasi yang tidak berguna. Anda tidak dapat menolak pengguna Anda jika aplikasi Anda masih bermasalah",negative
Harga berbeda (sebagian besar waktu lebih mahal) ketika pelanggan memesan makanan. Permintaan pesanan makanan harus screenshot selama pesanan karena aplikasi akan menampilkan kesalahan selama perubahan harga tiba-tiba.,negative
Saya harus membatalkan pesanan saya karena pengemudi (naik) tidak mau menjemput saya. Tetapi pengemudi terus memanggil saya dan mengatakan saya tidak membatalkan pesanan. Itu masalah aplikasi !! Bukan saya! Perbaiki bug Anda terlebih dahulu sebelum mengubah logo perusahaan Anda! Copot pemasangan aplikasi ini adalah keputusan yang bagus untuk saya.,negative
"Tidak dapat menggunakan alamat email pilihan saya. Dikatakan ""e-mail sudah diambil"".",negative
Murah dan lebih cepat dari ambil,positive
aplikasi yang buruk. persyaratan sederhana tentang cara menggunakan kartu kredit untuk membayar tagihan tidak dapat ditemukan. informasi yang tidak perlu terlalu banyak.,negative
"Saya sangat suka aplikasi ini dan menggunakannya dengan sangat efisien. Driver sangat ramah dan menyenangkan. Dan sangat menyenangkan bagi Anda untuk merangkul komunitas LGBTQ +. Jangan khawatir, Go-Jek. Kami mendukungmu! Pertahankan kerja bagus!",positive
"KOMPATIBILITAS YANG RUSAK TIDAK SUKA SUKA Ponsel saya menggunakan MIUI Global 10.1 berdasarkan Android 7.1, namun tidak dapat memperbarui karena ""tidak kompatibel lagi"" walaupun itu jelas jauh lebih baru daripada Jelly Bean - tolong perbaiki masalah ini dan saya akan memberikan 5 bintang",positive
"Luar biasa! Ketika Anda baru di suatu area aplikasi sangat membantu, pergi ke mana saja dengan gaya Indonesia. Ditambah lagi, ketika Anda tidak tahu apa dan di mana makan, biarkan pengemudi yang melakukannya untuk Anda.",positive
Aplikasi gojek dipenuhi dengan kesalahan yang terkadang dapat menyebabkan uang Anda hilang. Saya memiliki dua pertemuan di mana saya mencoba untuk memperbaiki paket internet saya dan membeli makanan. kedua kesempatan aplikasi glitched dan mengambil uangku.,negative
Katanya gopayday tp akun saya gaa cashback 50% !!!!!!!,negative
Cepat dan nyaman,positive
Bukan pengemudi yang aman. Pelat nomor driver 1 tidak muncul. Gambar driver 2 berbeda dengan driver sebenarnya. 3 melaju tidak aman. Berkendara ke-4 mengganggu kami saat kami harus meninggalkan mobil karena kami takut kecelakaan akan terjadi karena mengemudi yang tidak aman.,negative
Saya menggunakannya setiap hari untuk berbagai kebutuhan. Banyak kegiatan saya dilakukan di sini. Itu membuat hidup lebih mudah. UI sangat intuitif dan dinamis pada saat bersamaan.,positive
"Sobat, saya terus-menerus tidak dapat menginstal atau memperbarui aplikasi ini. Selalu seperti itu. Walaupun saya me-restart ponsel saya, tetap saja tidak dapat diinstal. Lebih baik memperbaikinya.",negative
"Untuk pembaruan terbaru, saya tidak dapat memperbarui ke perangkat saya. Saya menggunakan xiaomi redmi note2. Untuk versi lama, tidak apa-apa..tapi untuk versi baru ini, saya tidak dapat memperbarui aplikasi saya & selalu tidak merespons. Tolong perbaiki ini. Terima kasih",negative
