review,rate
Kalo di topup banyakan saldo tiba tiba ilang. Belanja pakai cash juga saldo gopay dipotong. Penyelesaian masalah tidak cepat. Sangat lambat. Berkali kali harus telpon cs yg berkali kali jg tanya yg sama. Kalo diemail ga dibalas jg. Kalo udah diperbaiki saya ubah penilaian,2
"Kok vocher yang di janjikan belum masuk ya? Udah nyelesein misi dari tanggal 6 kemarin, dan ini udah tanggal 10. Katanya 2 hari setelah misi selesai. Belum ada tuh masuk vochernya. Padahal misi komplit. Maklum nak kos dikasi vocher gini terbantu banget",3
"Disaat buru2, tiap order driver selalu dapat yang jauh2. Bikin dongkol, mau cancle kasian ke driver nya.",1
Min barusan saya mlkukan topup mlalui atm dan keluar pemberitahuan transaksi gagal.tetapi saldo d rekening saya sdah terpotong. Gmana ini...?,2
"Apaan sich ni Aplikasi,,, 👎👎 pakek ga pakek Gopay SAMA AJA ONGKOSnya! Pindah Aplikasi OjOL ke yg laennya aja dech!",1
"saya top up mobile legend dari gopay kok gak masuk ya, tolong kebijakan nya, terima kasih",1
Kenapa sya tidak bisa mainkan gopoin nya ?? Payah banget ini gojek. Sdh beberpa kali sya naik gojek tp gopoin nya gkbisa di mainkan.,2
"Mohon Bantuannya Mengapa Saya Tidak Bisa Cancel Pesanan Saya??.Drivernya Menyuruh Saya Untuk Meng-Cancel Pesanan Saya Tapi Tulisan ""Batalkan Pesanan"" Masih berwarna abu-abu?? mohon segera di perbaiki",3
"Driver makin banyak, tapi pas order dapetnya susah (lama).. Apk di update terus ke terbaru tpi sering gangguan... Apa ini efek CEO lama jadi menteri????",1
"Sekarang tarifnya Gila gila an Sudah terlalu mahal , beda banget dgn dulu Jarak 1 KM lebih dikit 9000 Isi BBM sendiri sudah bisa muter muter nih motor. Makin lama makin ngaco harga nya huh.",1
daftar sebagai customer aja ribet .. jadi males mau pesen apa apa dari gojek .. ikin kecewa aja .. ribet ribet .. mau login aja di tolak tolak .. malah ada jawaban ups salah ups salah . males wes pakai gojek,1
"Bikin susah driver, susah mau dapat oderan. Driver mitra tidak bisa memenuhi kebutuhan keluarga. Salah sedikit suspend atau putus mitra. Tolong di perbaiki sistem gojek ini.",1
Anjuran pasang pin tolong donk jgn terlalu sering muncul gtu. Krn Q mau ganti no HP biar bisa pin tp kalah cepat dengan munculnya anjuran pasang pin td. Jd gmn mau ganti no hp. Mohon bantuannya y,1
"Pesanan dibatalkan karena sopir memaksa dan berkata kata kasar(kebun binatang), tdk mau menjemput ke lokasi maksa untuk jalan ke taksi, memaksa tsk boleh di batalkan,",1
"Alhamdulillahirobbil'alamin...selamat sampai tujuan...semoga kita selalu sehat,begitu juga Bapak pengantarnya,semoga lancar dan dimudahkan segala urusannya....Aamiin",5
"Payah gojek skrg dapetnya driver jauh2 terus.. Jd nunggu kelamaan.. Tolong diperbaikilah.. Nunggu drivernya lama, belum lagi kalo drivernya mesti cari jalan muter dulu..",1
"Error terus,, masa dari CS sama driver nya, ga bisa cancel, nunggu sampe berjam jam",3
"Saya isi ulang gopay ,,tp sampai sekarang tidak masuk, Tolong di konfirmasi ya Trimakasih",1
"Bintang 4 dulu, akurasi gps kurang bagus, kasian driver kalau nganter, dan posisi client ngga memperhatikan hp",4
Di hari-hari saya yg super sibuk dgn ada nya aplikasi gojek Sangan membantu skli Mau ini itu tinggal klik .. 👍👍👍🙏,5
"Gx ada voucher lagi,lama lama makin mahal,sekali ngeluarin voucher minbel gila",1
"Tarif makin mahal aja, makin gak masuk akal. Temen2 saya yg jd driver gojek kena imbasnya, orderan makin sepi. Gila aja cuma jarak 300 meter ongkos gofood 10.000 yang biasa cuma 5.000. Ni mau matiin usaha ojol atau gimana? Bintang 1 rasanya masih terlalu berlebihan, kemenhub waras?",1
Akhir akhir ini buruk sistem nya.. Ad driver yg dekat knpa dikasih yg jauh orderan nya.. Ga efisian banget buat customer.. Wktu tunggu jadi makin lama.. Nyari driver jg susah dapet nya.. Sistem nya benahi dong..,1
"Tak ada yang seru dari Fitur gojek ... Saat ini kebanyakan berisi iklan makanan, belanja, kesehatan. Apalagi keamanan pengguna gojek rentan dibajak atau diretas orang lain.",1
"Semenjak saya pake app ini sama sekali tidak ada masalah, semua pembayaran dipermudah ,tapi saya tolong kepada pihak gojek untuk meningkatkan keamanan app nya ,agar tidak mudah di retas oleh pihak yg tidak bertanggung jawab yang dapat merugikan org lain.",5
Udah beberapa kali tidak dapat token go poin.. payah nih gojek Jarak deket mahal banget.. ya sudah sy jalan kaki aja,1
"Voucher sering hilang, padahal masa berlaku masih panjang. Payah aplikasinya.",1
"Kenapa akun saya dibekukann????????????? Gara2 cancel terus,saya cancel juga gara2 drivernya gabisaaa karena drivernyaa gaada uang buat beli makanan sampe 7x saya pesen gaada yg bisaa,teruss kenapa akun saya dibekukannnnnn?????",1
"Untuk pesan mc d hati² y, gabisa dibatalin, jd mesti dipastikan dlu klo mau beli mc d. Uda gitu kenapa sih mc d pake makanan lahi disiapin segala? Bikin rugi aja. Mau bayar pake gopay, malah kepencet tunai. Gabisa dibatalin. Gopay sih banyak, tapi gaada cash. Mau gak mau minjem temen deh",3
Katanya aplikasi anak Bangsa? Mau melakukan transaksi pembayaran saja barcode nya menunggu pengirimannya saja hampir 10 menit? Apa ini yang dikatakan dan digembar gemborkan aplikasi anak Bangsa? Saya malu dengan menunggu pembayaran sampai 10 menit belum menerima barcodenya.,1
Mengapa belakangan ini G.I meredup dan tidak lagi bercahaya. Setelah memberikan voucher beberapa bulan lalu. Selamat tinggallah gojek dan berjayalah grab. Saya ucapkan selamat buat grab sudah menaklukkan gojek sebab ada yg tdk beres ditubuh gojek demi menyelamatkan grab.,1
Terimakasih bnyk gojek.dengan ada nda nya gojek .aku bisa lebih baik dari sebelum nya.🙏🙏🙏🙏🙏,5
"makin kesini makim tidak jelas saja masa tiba"" dompet gopay saya digembok tidak bisa digunakan dengan alasan yg tidak jelas",1
"Mungkin ini jual aplikasi saja, saya berapa x order gak ada yang layanin. Berapa x dounlod juga. Malas saya buang buang kuota. Mending hapus aplikasi ini. Selamat jalan gojek nyesel saya dounlod buang buang kuota",1
Sekarang ongkir biayaya layanan - goride - gofood .mahal banget. Tidak ada vocer lagi langganan lagi Rp 9000 per dua minggu . Makanya saya lebih suka naik grab karna banyak promosi nya. Layanan grabike - grabfood ongkir lebih murah. Dan banyak kode vocer nya,1
Gojek sangat membantu saya. Saya tiap hari naik gojek ke kantor dan kadang gofood juga untuk makan siang. Walaupun tarifnya terus naik secara signifikan. Dan dalam kurun waktu 1 tahun saja bisa sangat banyak naiknya.tapi dibanding dengan aplikasi lain sejenis. Gojek masih lebih baik.,5
Kenapa upgrade gopay gabisa? Sy sudah kirim dokumen dari bulan januari sampai skrg masih belum ke upgrade,1
dari pertama tarif naik saya susah dapat order mungkin gak sesuai sama UMR kota garut dan sekarang sistem gojek kacau terlalu memanjakan akun prioritas...dari pagi sampai sore cuma dapat 2 orderan kadang kadang gk sama sekali dapat orderan 😭😭😭,1
"aplikasi apa ini, mau narik saldo gopay harus pake foto ktp pula. karna ktp saya rusak dan registrasi pun gagal karna ktp saya rusak. waduh sangat mempersulit konsumen ini aplikasi. nama akun saya roji pandiangan silahkan mau diapai silahkan,",1
Semenjak di tinggal pak.mentri Nadiem makariem.. Gojek hancur.. Mau beli makan gak ada potongan discon.. Mahal kalah sama sebelah.. Pajak di kasihkan ke konsumen.. Restoran di kenakan pajak juga.. Pindah ke yang lain aja,1
"Gojek kok parah sih sekarang, gak bisa pesan goride, go car, cuma bsa goofood, setiap mo pesan layar ny ngeblank jd putih, trus kmbali k menu awal, padhal dah di upgrad, cache ny udah d hpus, tapi masih, susah kalo kex gini, buat saya yg sering bepergian, tolong donng, solusi nya.",2
Hati hati Pada saat edit rute perjalanan karena tarif tdk otomatis terevisi. Saya mengalami drver tidak mau membantu pdhl saya janjikan tambahan tarif. Akhirnya untuk jarak ngga sampai 1 km harus membayar 30.000,3
Kami sebagai driver jadi malas bekerja karna pemerataan orderan Jadi gak ada bedanya yg sungguh krja ma yg cma iseng2 krja Karna gak akan ada yg namanya gagu Intinya skarang driver gak aakan takut pilih orderan,1
Saya sebagai pelajar kurang puas dgn promo Go ride yg Saya rasa terlampau mahal pada hal hampir tiap hari Saya pergi ke sekolah memakai transportasi Gojek/Go Ride kalah dengan aplikasi sebelah yaitu Grab yg mana merely berani memberikan promo yg lebih murah untuk kantong kami sebagai pelajar,1
"Saya sudah top up dalam jumlah yang tidak sedikit dan harus segera dipakai tapi sampai sekarang saldo saya belum bertambah sesuai dengan top up yang saya lakukan. Mohon bantuannya dan kerja sama nya dengan baik, terimakasih. Regards, Emerilde",1
"pemberian voucher tdk adil, yg bener2 untuk makan gk dpt voucher unlimited 35rb, yg buat order rokok malah dpt, Aneh. coba driver anyeb dikasih voucher beginian, bisa bantu buat makan anak istri, walau ngebid gk dpt duit.",1
Saya sudah berkali2 kalau pesan go food sengaja dipilih sama aplikasi cabang yang jauh pdhal ada yg dekat. Kalau kita lupa ngubah cabang bisa tunggu berjam2 udh gitu skrg agak susah kalau mau gnti pesanan di gofood.,1
"Sejak koh nadiem hengkang, gojek jd aplikasi tolol katrok, ra nggenah. Sering error, top up susah, driver jauh penjemputan walipun tidak hujan, . Edan Aplikasi karya Ra nggenah. Tolong ditanggapi dan di respon dg sistem yg bagus.",1
Pembelian pulsa listrik pending lama di respon. Tnggu proses 1x24jam tp alhasil nya O besar. Jgn gt kasihan orang donk dh beli tp sistem nya jelek sedang saldo nya aja pas2an gmn sih ? Kecewa berat ama gojek,1
"Promo nya diiit banget. Mending order pake aplikasi sebelah. Aplikasi driver juga ga jelas sistem nya. Banyak driver ngeluh akun nya anyeb. Yang gacor ya gacor, yang anyeb ya anyeb. Sistem pembagian order nya ga adil.",1
"Kalau mau maju ya harus keluar duit banyak. Cari IT dengan kinerja baik walau harus gaji mahal. Insya Allah gojek maju, karena pelanggan tetap masih tapi kalau mau mesen aja susah secara gak langsung akan pindah ke kompetitor.",2
Pemberi solusi yg tepat sa'at perlu transportasi cepat terjangkau dan mudah…sa'at nganter mobil ke dealer ternyata mobil harus diservis disana paling tidak 2 hari…trz aku pulange gmn?gojek jd pilihan tepat,5
"Kenapa akun gojek saya bisa di pakai org lain. Saya tidak pernah pakai akun gojek penumpang. Tiba"" ada motif driver anda akan tiba. Bagaimana ini bisa terjadi. Dan saya sering dapat notif Anda melakukan indikasi kesalahan.",1
Tolong layanan nya di tingkatkan lagi. Kalau saya minta di antarkan agak jauh dikit sering di tolak,5
"Saya Pengen minum kelapa muda, trus saya order lewat Gofood, Yg ambil orderan driver wanita, tp tidak kalah dengan driver pria, sama cekatan walaupun lg hujan, orderan datang tepat waktu. Trimakasih Mbak Heliala Syafwati telah ngantar orderan saya td.",5
Aplikasi yang sangat membantu memudahkan segala macam kebutuhan saya setiap hari.. trimakasih gojek,5
"Jadi kurang vocer nya biasa nya suka bnyk rutin buat vocer gofood goride apa yg lain nya skrng mah jadi ngg ada males pke nya juga .kalah sama grab bnyk promo trus vcr ,kalo bisa bikin vocer lagi dong soal nya jadi pada mahal harga nya",3
Knp skrg order kok lama...gk kyak biasa nya...bikin males....aja tlg kmbli an kyak dulu lagi biar gampang....order nya,3
lo niat bikin Event ga? udah jelas ada event undang teman dapet voucher malah ditarik lagi voucher nya . gawaras lo gojek,1
"Kecewa setelah update malah setiap sya pesan terbatas jarak 30km, padahal sudah langganan sya terminal-pelabuhan,. Tpi kalau pulang bisa order pelabuhan-terminal,. Sdgkan pesan ojol sebelah tdk ad kendala pdhal sma"" ad batas jarak 30km",2
mengecewakan... beli paket yg hrganya 49rb eeeeh....gak taunya ada minimal belanja 65rb baru bisa dipake. seharusnya ditulis di syarat & ketentuannya..kalau ada minimal belanja.,1
saya partner gobiz.untuk mengubah nama resto dan lokasi gps sudah 2 hari lebih belom di ubah ? pelayanan cs nya ngapain aja si ? masa ubah dengan cepat enggak bisa..payah beda sama tetangga,1
"Tarifnya mahal gak masuk akal, semua orang pada pakai Angkot daripada pakai Gojek apalagi gocar nya yg mahalnya bikin dompet tipis, Cukup bayar 3000 rupiah aja hanya pakai angkot dan aplikasi ini tidak berguna lagi, karena harga tarifnya gak masuk akal dan membuat boros pengeluaran.",1
"Ko suka eror aplikasi gojeknya? Ada yg bisa jelasin? Kalo buka voucher eror padahal ada sinyal, dan kita kan mau pakai voucher juga, mau ikut mision buat dapet voucher juga eror",1
"Alhamdulillah,di usia saya yg sudah tidak muda lagi.Berkat ada nya aplikasi arya anak bangsa ini,saya masih bisa mencari nafkah untuk anak dan istri. Terus maju Pt.Gojek Indonersia berikanlah yg terbaik untuk kami,seperti juga kami memberikan pelayanan yg terbaik untuk seluruh customer kami. Amin",5
"Fitur transfer bank nya mantap Tapi riwayat transaksi kirim uang nya terlalu minim informasinya , bisa-bisa kalo orang minta screen shot bisa nggak percaya , nggak kayak riwayat di Go Bills Mohon perhatian nya di update berikutnya",5
"Mohon di berikan alternatif lain untuk upgrade gopay,karena ktp sudah lama dan pudar.. Repot ini kalau harus ganti dulu ktp/sim Tolong di respon,gojek lama banget sekarang untuk payanan bantuannya.!",1
"Terima kasih gojek, selama ini saya merasa sangat terbantu dg aplikasi Gojek, karna Gojek selalu ada saat di butuhkan, mengantarkan ke manapun dan kapanpun customer butuhkan ..",5
Udah senang mw.. Dapat vcr gpfood eh malah ilang. Plin plan ni apk. Gak konsisten. Sangat mengecewakan,1
Sangat baik dan cepat dalam pelayanan nyaman dalam perjalanan.. Terimakasih gojek..,5
"Ceritanya bgini, Konsumen pesen makanan via gofood, makanannya katanya gk enak nyalahin gue sebagai driver, emang gue yg bikin emang gue cicipin dulu.. trus konsumen komplen ke gue kasih ratting bintang satu sambil maki maki ngomel.. Kan tolol bin goblok..!!",1
"saya suka aplikasi ini karna sering ada promo dan ongkir nya ga mahal,terus kalau pesan makanan saya gak nunggu lama walaupun tempat nya jauh tapi nyampe nya sesuai waktu yg saya perkirakan,terimakasih gojek,semoga aplikasi ini berjalan dengan baik dan bermanfaat bagi org banyak🙏☺",5
"Kenapa pas saya mau bayar paylater gak bisa, sampai sekarang jadi kena denda. Ini kan kesalahan bukan dari kita, kenapa kita yg didenda 😑. Emang cuma 2.000 aja tapi tetep aja gak asyik dahan",1
Tolong dong customer diberi fasilitas utk memberi penilaian dan komentar terhadap resto resto go food. Karna kabanyakan resto banyak yg gk sesuai dengan penjabaran dan tampilan menu yg di tampilkan di aplikasi. Ditambah harga yg mahal dan porsi yg sedikit.,1
Voucher nya sdh gak masuk akal ....tambah gede minimum pembeliannya dg nominal voucher cuma 10 rb ..,1
"Sbgai customer merasa rugi waktu,, banyak driver terdekat dpt nya yg jauh Dan kadang apk muter2 nyari driver pdhal driver terdekat banyak apakah yg terdekat itu bukan driver prioritas?? Sangat disayangkn sistem pilihkasih sprti ini",1
"Mau narik gopay ke atm ngak bisa², ini admin gojek lagi pada tidur apa ya? Kritikan ngak ada yg dibalas, atau kekurangan karyawan, open rekrutmen aja. Semoga tambah sukses dan bermanfaat, utamakan pelayanan maksimal. Terima kasih.",3
"Beli paket data pake paylater, di trnasaksinya sudab sukses behasil tp sampai detik ini paket datanya blm ada masuk, udh lagi tiba-tiba tagihan paylater nambah 25 rb katanya biaya langganan maksudnya apa , gk jelas gojek sekarang👎",1
"Lagi order tinggal nunggu aja, tp driver chat. Sy buka chatnya ga bisa malah yg keluar suruh update. Maksa.. kalo pas kuota tinggal dikit gimana. Kasih pilihan antara update atau nanti kek",3
"Aplikasi nya sangat membantu, saya sangat berterimakasih sekali dengan aplikasi dan mas ojol nya membuat saya bisa kemanapun tanpa tersesat dan pesen makanan kapanpun disaat lapar.",5
"tgl. 1-12-2019 sy pesan pisang goreng,tengah jln driver batalin pesanan sy,tapi dana sy sdh di debet,sampai sekarang tdk dikembalikan,sy sdh kirim gmail tapi ngak selesaika.sy sangat kecewa terhadap go-jek yg tdk bertanggung jawab!",1
"Sering kesel klo ada driver nya yg ga tau jalan sering nyolot dan ga berusaha nyari, kadang kita yg harus nelpon dia berulang kali, kadang driver nya suka main oper ke temen nya yg lain tanpa pemberitahuan. Ok gitu aja makasih",1
Saya senang dengan adanya transportasi online ini lebih mudah untuk bepergian tanpa harus repot membawa kendaraan sendiri,4
Mahal amat ongkos sm ongkir nya Jd males pke aplikasinya Ada voucher tp sm aja msih kelewat mahal biayanya Klo gini sih mending pergi sendiri ke tempatnya Malahan lebih murah,1
"Baru kali ini saya mau pesen goride, pas dichat ditanya posisi dimana? Malah dibales ""diatas bumi kak hahaha"" Oke boleh bercanda tapi ada porsinya, ini sesang terjebak macet lagi buru2 banget malah gitu hmmm... Tapi pelayanannya selalu memuaskan. Baru kali ini aja sedikit kecewa dengan drivernya.",5
"Skema 30 jadi Skema Paud lagi, akun sekolah lagi.. orderan tambah anyeb bulan ini, ada apa dengan gojek ? Aplikasi Eror kah . Knp semenjak pak nadim jd mentri semua brubah, sy gk tega dengar jeritan Driver gojek yg saat ini hanya bisa berharap secuil rezeki dari akun nya .",1
"Udh g ad promo sama se x..maupun gofood goride gocar ,,,yang satu pengangu itu paylater saya klik mau gopay kenapa tiba tiba paylater pembayaran mana dendanya gede lg, ditambah lg kalau pesan makanan ad biaya tambahan 3 ribu g seperti zamanya pak nadiem yg sllu ada promonya",1
Bnyk app cs ga bisa di pakai lagi karna blm di update.. Dan lebih parah ya.. Sudah instal ulang malah ga bisa .. Ganti hp dengan nmr yg sama baru bisaa... Ini kenapaa. Tolong dong .. Masa iyaa kudu ganti hp baru bisa order gojek lg.. Pindah jga nie klo ga jln begini..,1
"Semenjak Pindah Tugas Pemilik Gojek,Semua pelayanan dan fasilitas buruk bahkan harga tarif naik drastis... Karya anak bangsa tapi seenaknya membuat peraturan seharusnya berpikir bagaimana untuk menjaga konsumen",1
"Pas login / masuk ke aplikasi, kode sms tidak masuk ke nomor telpon, padahal nomor telepon benar.. di coba beberapa kalipun tidak bisa masuk, malah suru tunggu 30 menit.. menyusahkan pelanggan saja.. lebih baik pindah ke grab.. biar gojek bangkrut.",1
"Tanpa voucher semua akan pindah ke sebelah yang lebih murah, lebih hemat, lebih mengunrungkan. Suatu yang mengembang jika salah jalan dalam membuat systematis akan kandas. Dapat merugikan banyak orang bahkan diri sendiri dalam berilmu.",1
"Gojek adalah teman terbaik yg ada di genggaman, wktu butuh teman untk anter jemput ada go ride,saat hujan bawa anak2 ada go ride,lg males masak atau ga bs kluar ad go food...ad yg ktinggalan atau mau antr brang ad gosend,trimkash gojek",5
"Apakah menunggu sampai customer uninstal aplikasi ini baru petinggi gojek bertindak? Kami para driver sangat tersiksa dgn keberadaan gojek saat ini. Orderan anyep nyep nyep,,, tolong di perhatikan lagi nasib driver sebelum customer pindah ke kompetitor.",1
"Saya sebagai Driver gojek sangat kecewa dengan sistem yg sekarang, no hp costumer yg disamarkan tidak bisa d hubungi dengan paket nelpon gratis swadaya, sehingga kmi hrus memakai pulsa lagi untuk menelpon costumer, ini sangat merugikan kami sebagai Driver gojek :(",1
"VHOUCER di ciptakan cuma untuk membunuh Driver, s3mentara PT.GI cuma focus dengan TUJUAN nya tanpa pernah peduli dengan kondisi dan keadaan mitra"" nya.. COBA LAH UNTUK LEBIH KREATIF & KONSISTEN di dalam me sejahterahkan para mitra dan pelanggan setia nya..",1
Tolong ditambahkan fitur paket langganan goride dong biar Yang tiap harinya menggunakan jasa goridedapat lebih hemat dengan menggunakan paket langganan perpanjang otomatis jadi tidak hanya menunggu promo diskon dr gojeknya. Thx,4
"pokoknya jelek, percaya deh, system nya busuk eror bukan karena bug aplikasi, tp orang"" kreatif nya yg gooublokk ngatur systemnya, orang orangnya cuman tau makan gaji buta, yang siksa drivernya!! bang$4t semoga dapat hidayah kalian semua 👎👎👎",1
"Sistem bobrok gk bisa menghargai mana driver yg rajin dan males pke disama ratakan mn bisa jd buat motivasi klo sistem ky gni,,, tai",1
wkwkwkwkw g niat neh ngasi voucher...makin kesini syarat vouchernya meninggi...ngerasa udah banyak dapat pelanggan kali ya...kecewa banget,1
Setelah di update.. untuk membuat link penjual di goshop tidak keluar opsi na.. knp min..,5
sangat membantu utk sehari-hari tp kadang-kadang GPS nya kurang tepat smoga kedepannya jauh lebih baik dan GPS nya tepat,4
"Kasihan sama driver gojek sekarang, 12 jam lebih pada gak tutup poin, jadi sungkan mau order, pindah grab ahh",1
"Niatnya mau ganti akun biar apk ini bisa digunakan lagi, tapi ternyata prosesnya dipersulit, ya semoga tidak banyak yang senasib. Kalaupun ada yang sama, mungkin sistemnya yang harus dirubah",1
"Sering eror, sehingga merugikan pelanggan. Voucher belum kadaluarsa udah dianggap kadaluarsa. Percuma beli paketan voucher. Mengecewakan pelanggan tetap. Juga semakin lama semua di fitur gojek harga makin mahal. Lama-lama ditinggal konsumen",1
"Saya turunin bintangnya, saya mau bayar Paylater, isi Gopay Gagal trs, lewat m-banking, oneklik gagal semua. sementara denda bisa berjalan, jadinya Riba. Apa ini? Klw ada tanpa bintang saya kasih tanpa bintang ini penilaian aplikasinya. ""KECEWA""",1
"tambah di update tambah parah, nggak ada driver yg mau ngambil pesanan:(",1
"Saya sudah kecewa dengan gojek, akun saya di bekukan bagaimana saya mau bayar tagihan paylater? Sedangkan akun saya di bekukan sebelum jatuh tempo.. ini nama nya pemerasan supaya denda nya banyak.. saya akan laporkan. Namanya ini pemerasan",1
Barusan dapat telpon. Setiap pemilik akun gojek dapat dana 2jt. Tpi lucunya harus diambil sekarang jga. Terus tanya saldo sebelum dikirim berapa. Untuk mempermudah perhitungan. Saya mau tanya apa betul gojek punya progran sperti itu,5
"Baru ini keadaan bener2 urgent akun saya malah di bekukan!!!!!! Searching lama ga dapet driver sampe 5 menit,giliran di cancel akun dibekukan,tolong perbaiki sistem anda lihat terlebih dahulu kronologinya kalo sudah begini siapa yg dirugikan,percuma uda sampai top Up gopay!!!! Saya bener2 KECEWA",1
Secara keseluruhan udah oke. Tapi sering update. Sayangnya masih ada aja kendala sama gofood yang minta aktifkan lokasi setiap mau order. Sedangkan yang lain aman2 aja. Gps juga aktif. Why?,2
"Admin Gojek, Aplikasi sudah bagus dan ada difilter juga buat pilihan order, hanya kasi masukkan untuk pilihan order tampilkan jg yg semua, krn orang yg baru paham/ awam gk ngerti klo pilihan ordernya da byk, mereka taunya yg terlihat aja",5
"Kasian driver susah dpt order.... Kalo lagi ada gangguan mohon segera tangani,, driver di lapangan susah dpt order. Kalo kastemer mah tinggal pilih aplikasi yg lain kalo aplikasi ini error",1
"Gini bang, gua daftar akun make nomor hp sama email. Singkat cerita nomor hp gua ilang (nomor yang di pake daftar akun gojek) sekarang ganti nmr... Gua mau login lagi gak bisa bisa, harus make nmr hp yang lama, trus gua cari cari ga ada fitur login lewat email.. Solusinya gimana?",4
Apliksi yg di atur sistem. Yg anyep banyak kasian. Sistem macam apa ini. Parahhhhhhh!!!! Sehari cuman dapat orderan 2 itu pun harus keliling dulu. Benerin dong jangan kata ada prioritas.,1
Gojek oooo gojek... Nomor privasi mu cuman bikin driver teraniaya dan membuat para sniper makin merajarela.... Itu otak ada gak tu ya? Ga pake mikir ya bikin kebijakan,1
kok sekarang dpet driver nya jauh2 knp yaa...pdhal skitaran banyak ojol yg mgkal..tp nyantolnya mlah yg jauh...jd nggu lama sangat tdak efisien waktu..tlong kmbalikan sistem yg lama dpet driver yg terdekat....trimakasih,1
Tolong ya! Di baca! Bukan buat update baru kami costumer mau dibuatkan voucher promo supaya gojek bisa hidup lagi bukan update terus terusan tolol!!!!!!,1
Apa penyababnya kenapa saya tidak dapat memberikan rating/bintang kepada pengemudi... Sya goshop barang sudah di antar..tp sy tdk dapat lht riwayat/history orderan..dan tdk bisa memberikan rating... Ini sangat di sayangkan.. antarnya murah tp ga bs ksh rating.,1
"Untuk Kedepannya Sinyal Harus diperbaiki, karena saya perna pesan go food. go foodnya itu error tulisanya udah dapet driver tapi kok masih mencari driver, tolong jika sinyal jelek bisa digunakan untuk go food",5
Saya tidak menerima kode vertisifikasi dari gojek ada kali saya setengah jam ga ada sms padahal sinyal saya stabil tolong di perbaiki saya sudah mengikuti anjuran dari app ini tp tetap saja tidak menerima sms saya cukup kecewa dengan app ini saya nyesel download app ini,2
"Sangat membantu aplikasi ini, love sing akeh pokoknama hihi, tapi sayangnya ketika di history pembelian kita gak bisa mengklik langsung toko itu lagi.. Malah harus searching lagi tokonya... Tp luar biasa..",4
"Bang, untuk go food kasih fitur rating buat warung/restoran juga dong, plus kolom komentar lebih bagus. Atau di menunya juga boleh. Biar pelanggan gak kena zonk, karena ada menu2 yg kualitasnya jauh dibawah harga & ekspektasi. Pelanggan akan sangat terbantu saat mau milih menu.",5
"bagaimana ini management gojek, mau beri kado nataru buat mitra tapi malah menaikkan harga yang buat konsumennya lari ke yang lain, apa tidak dihitung dengan betul, kalo begini 2020 gojek akan ditinggal pelanggan dan mitra. Tolong dikoreksi lagi mumpung belum terlanjur jauh..",1
"Sedikit kecewa dengan pembaruan gojek, sekarang kita mau gofood aja ribet, gak bisa order di restoran favorit karna jarak terlalu jauh, pliss sejauh apapun orderan kami, kami selalu bayar kok, mau makanan datang dalam keadaann hangat atau dingin.",3
"Kok ga dpt2 kupon vocer gofood, apakah voc hnya untuk pengguna baru? ada misi hrs topup gopay pake BCA oneklik, gw cm pnya BNI masa harus bikin rek BCA demi voc 20K, konyol bgt. di GRAB pengguna lama atw baru sama sama dpt voc ga pilih kasih gitu, mknya saya lebih pilih GRAB.",1
"Terima kasih Gojek, aplikasi ini berguna dan bermanfaat bagi seseorang yang ingin pergi ke suatu lokasi dan tinggal pencet saja di aplikasi ini... Dan terima kasih Gojek karena memberi promo cashback untuk pembelian item item Game menggunakan saldo Gopay... Terima Kasih Gojek",5
"Woy sinting !!! Argo lu taekin aja terus, gw nanya ke driver gocar ktanya malah argo naik itu uang kenaikan nya untuk aplikator, alibi nya utk peningkatan system.. malah saldo driver kepotong besar dr tiap order. bener kah bgtu?... Klw bener, ente ZOLIM.. !!! Ga adil bos, Jahat ente !!!",1
Akun gk bisa dipakai...gak jelas !!!!telpon call center jawabanya gakda masalah.jangan blokir akun kami dong jangan jadi pengkhianat di negri sendiri hanya demi uang....cuma demi aplikasi tetangga penjajah!!!!,1
"Tolong gojek, kenapa akun saya ga bisa digunakan yaa, udh pernah upgrade tapi tf uang ga bisa, mau pesen gojek ga bisa, mau bayar pake gopay ga bisa, mau beli pulsa ga bisa, kalo gini bukannya malah mengurangi pengguna yg setia ya?",3
"Ini eror apa gimana,,udah dpt drivere jauh"" gk ada vocer.. brangkat jd telat terus.. Kembalikan seperti semula dimana dpt driver diarea dekat..dan adain vocer lg..gw penguna aktif jd males pesen lg,mnding gw uninstal aja ni apk..",1
"Heran , ko skrg pesen goride jadi susah ya padahal ada keperluan penting tolong dong perbaiki jgn kaya gini jadi sulit ini gojek padahal saya tinggal di kota tapi ko ngga ada 1 pun yg nerima pesanan zzzz perbaiki lagi lah .",1
Traportasi yang lebih baik menggunakan fasilitas Internet yang perlu kita lakukan untuk membuat sebuah harapan yang lebih baik,5
Terima kasih kehadiran gojek sangan membantu di saat tidak bisa mengantar anak sekolaah..semoga tambah maju dan berjaya gojek indonesia...aman efisien dan terjangkau bagi ibu ibu d seluruh indonesia,5
"Saya kecewa dengan gojek, karena Ongkos goride mahal di daerah Lampung, penawaran harga terhadap penumpang sangat menurun, tidak menarik lagi; pdhl secara Pelayanan driver kpd Penumpang sangat bagus dan memuaskan. Mohon evaluasi secepat mungkin (Kritik Konstruktif).",1
"Untuk pengguna awal, pelayanan yang diberikan driver sangatlah buruk bahkan membuat kesal, dan ketika order sering ditolak dengan alasan yg gk jelas!!!!! Kalo gk mau ngojek Bubar bubar",1
