,0
3004,ARTI DALAM HADIS DAN QURAN MENGERIKAN UNTUK DISEBUT AJARAN AGAMA.... TITIK
3005,Sebenarnya pembahasan ini sangat bagus dan mendidik tapi saran saya tegaskan kepada penonton untuk belajar budaya Arab sebelum dan sesudah kedatangan Islam baru mereka bisa paham apa yg anda bicarakan. Dan apabila anda yg nonton dan bingung dgn statement kumaila dan bang Armando tolong jangan hujat mereka tapi lebih baiknya anda baca buku Sirah Nabawiyah terus bandinkan isi buku Sirah Nabawiyah dengan Al-Qur'an dan hadist. Terimakasih
3006,"Lumayan berani, walau beberapa harus diluruskan.😂😂😂"
3007,Nabi Muhammad Saw tidak pernah  menyerang dan membunuh kecuali  beliau diajak perang duluan oleh orang kafir...bukti saat Islam menang menguasai Mekah ..Nabi tidak mengimpasi dan membunuh penduduk Mekah...malah mereka kafir dilindungi...
3008,"Justru TUHAN YESUS mengajarkan konsep damai seperti hukum kasih yg di contohkan kepada pengikut-pengikutnya teng kasih dan saling menyayangi terhadap sesama bahkan seluruh nakluk ciptaannya 
Dan Muhammad mengajarkan kekerasan, merampok dan memeriksa perempuan..
ITLAH AJARAN ALQURAN.

PERTANYAANNYA ;

DI MANAKAH KESUCIAN ALQURAN BILA DI DALAMNYA ADA PERINTAH MEMBUNUH.,????????

KOK OLLOH JIBRIL DAN MUHAMAD MEMBERI PERINTAH UNTUK MEMBUNUH.,,?????????"
3009,"MUHAMAT itu mengawini BOCIL umur 6 th di gauli umur 9th.mk nya ikuti tingkah laku nabi MUHAMAT.klu org"" mau naik surga ikuti muhamat,mengauli 9 istri dlm semalam.tapi yg di gauli 11.yg 2 itu berzina, ikuti seperti itu,klu mau masuk surga.sepeti suswono calon wakil gubernur, memberi instruksi.ikutillah seperti nabi Muhammat, perempuan"" JKT harus  mengikuti nabi MUHAMAT.perempuan siap di madu...laki"" miskin boleh mempunyai istri 9 seperti Muhammat. Biar kebantu org miskin...di JKT.👍👍👍 Org miskin di JKT jgn takut."
3010,Jadi refrensi utk direnungkan
3011,"SALUTE.......! Fakta dan kebenaran memang harus dibuka. Ini salah satu alasan mengapa banyak orang di luar negeri lebih memilih untuk tidak beragama, atau cuma percaya karma. Umat beragama memang harus cerdas memahami kitab suci mereka tidak secara textual saja tapi harus dipahami secara contextual. Betul kata Kumaila, kitab suci agama apa pun adalah catatan contoh kejadian di masa lalu agar kita bisa hidup lebih baik secara pribadi maupun dalam bermasyarakat. Suarakan terus kebenaran Bang Ade!"
3012,Tajam ade armando. Belepotan juga cewek narsum itu
3013,"Msh kurang jujur, kalimatnya berusaha diperhalus🙈"
3014,"Konten ini kok kayaknya mrmojokkan islsm ya,"
3015,"Setelah : makin panjang makin ngaco neh history , sbaiknya klo gapaham mnding tanya ahlinya dri pada dipkasakan ,"
3016,"Kalau bertanya pada aslinya, jangan Pada jamaika itu menyesatkan golok. Islam tetap agama damai dan terbaik diantara agama lain"
3017,"Itukan menurut anda. Anda beropini karna merasa malu dan ga terima. Liat dong podcast² ari untung, maia estianti, richard lee, ngundang org islam bahasnya Alkitab.

Munafik anda."
3018,contoh orang kurais kerja kebun Sawa kan mereka mencarik nafka hidup kok di bunuh dan di ambil istrinya kan petani itu nggak memerangi nuhammad😅😅😅😅😅
3019,"Kalau memang karna konteks jaman, mahatma gandhi bisa mereda penjajahan dengan damai.

Di jaman Yesus, yerusalem masih dalam bayang² kerjaan romawi. Tapi kok ga perang ya?

Dan kalo karna konteks jaman, itu yg teroris bawa² agama, ngebom bawa² agama itu ada di jaman modern. Bahkan di metro tv barusan ada berita april 2024, baru viral skrg karna bantuan org² karna susah bgt viral soal pembubaran ibadah oleh org² yg pake peci. Itu tahun 2024, modern."
3020,"Islam adalah agama Damai, kalaupun ada perang dan penaklukan yang keliru itu adalah oknum penganutnya yang ambisi kekuasaan dan menggunakan Islam sebagai alatnya, 

Contohnya ; Muhammad Al-Fatih yang menaklukkan Konstantinopel mengubah katedral menjadi masjid adalah tindakan yang salah. 

Dalam Islam dilarang mengubah tempat ibadah. 
Itu mutlak kesalahan muhamad Al Fatih. 

Untuk umat Kristiani jangan khawatir, karena nanti akan ada barisan muslimin yang akan membebaskan Konstatinopel dan mengubah masjid hagya Sofia menjadi katedral kembali. 
Dan kami umat islam akan meminta maaf pada Kristiani atas kesalahan muhamad al fatih."
3021,"ALLAH itu penuh kasih,DIA mengajar kasihilah musuhmu,jangan membalas kejahatan dengan kejahatan,kalau kamu ditampar pipi kiri,berilah pipi kananmu.Itulah ajaran Allah yg penuh kasih.pohon yg baik akan menghasilkan buah yg baik."
3022,"Yang herannya orang"" pandai kok tetap fanatik padahal mereka cenderung membaca dan mengerti ajaran agamanya gak bener,mungkin mereka takut murtad atau mata hatinya sudah ditutup oleh iblis. Contoh tdk boleh ada patung tapi batu disembah seluruh dunia.tp tetap dilakukan orang"" pandai ,heran ya
 ."
3023,"bukan perang, terserah mau disebut apa"
3024,Good job Bro Ade & Sis Kumaila. Tetap semangat menggunakan akal sehat. ❤
3025,Si Kumaila dan Armando kan satu kubu .. Harusnya ada tokoh yg berbobot sebagai lawan debatnya ... Jadinya kontennya full of bias ... dan personal opinions ..
3026,"Ya oten kan sukanya gitu, cuma MONOLOG. Kalau di ajak adu data sama muslim mencret mereka cuma ngang ngong planga plongo 😂😂😂😂"
3027,"​@@kebeleteeek4227ini sengaja dibuat oleh *Cokro TV* untuk misi dan pesanan tertentu, ini bukan dialog yg berbobot...."
3028,salah sebut kau tadik bukan memerangi orang memerangimu tapi siapa saja yang tidak mau ikut Islam itu di perangi😅😅😅😅😅
3029,"Tauhid hal yg baru ? Ga salah ? Ini Ulangan 6:4 Taurat Musa : 6:4 Dengarlah, hai orang Israel 1 : TUHAN itu Allah kita, TUHAN itu esa ! Ini diajarkan Musa 2000 thn lebih sblm Islam."
3030,SYUKUR KETURUNAN KU MENGANUT AGAMA YG KASIH... BUKAN AGAMA YG AJARAN  KEKERASAN..POLIGAMI DAN CABUL...
3031,Mantap ditunggu.
3032,Indonesia itu lebih kental ideologi agamanya. Dibanding ideologi Pancasila nya. Jadi politik kita jadi basis agama. Kalo liat abad 7 ya di timteng ya perang isinya. Di inggris abad 7 ya jaman 7 kingdom yg kita lihat di series netflix itu juga perang isinya. Abad 7 juga Spain vs kerajaan islam. Abad 7 di German juga perang... Emang jaman perang di era tersebut. Cuma yg kita ga tau knp ga di up date. Dan struck in 7 century... Sementara di Khatolik ada perubahan. Dan perubahannya ya di konsili. Abad 7 di Indonesia juga perang. Kerajaan Budha. Hindu. Dan Islam. Terjadi gejolak juga di tanah air... Skr kita di abad 22 nih. Kita masih mau perang religi? Berarti kita masih di abad 7 dong. Gitu saja logika nya. Lagian bbr negara tau agama tuk nation itu mumet krn ttg believe sistem yg tak terlihat dan keukeh masing2 pihak. Makanya bbr negara milih ideologi nya bukan agama. Tapi nation masing masing punya nature. Nah ind akhirnya pilih Pancasila gitu... Tapi tgt penduduk nya sekarang. Change or masih mau di abad 7
3033,tanya chatgpt lebih jujur krn mesin...lha kalian dr dulu memang benci agama
3034,Apa itu khilafah
3035,"Duh, jadi  mau mikir murtad sekarang."
3036,"Emm.., No Comment..

But This Just Real Fact"
3037,"indonesia vs arab 2-0
terbukti kita tidak dijajah arab 😂"
3038,tanyak langsung ke arab kristen pasti detail falid bahwamuhammad tidak ada yang angkat Muhammad jadi muhammad
3039,"Perang di Timur Tengah th 1967(Mesir, Jordania, Syria vs Israel), sekarang Hamas (Palestina),  Hisbollah (Lebanon) dan Iran perang vs Israel, perang di Afghanistan, Irak vs Iran (era Saddam Hussein) Houthi Yemen vs Arab Saudi sampe sekarang, nah itu....."
3040,Anda perlu tahu bahwa di Mekkah itu hasil perang dari muslim sebenarnya kepunyaan orang kristen tetapi karena hasil peperangan dari muslim na orang merasa kalah dan mengalah pada waktu itu.
3041,Islam semakin terbuka dan menggunakan logika
3042,"fitnah lebih kejam dari pembunuhan, orang yang gak paham agama tetapi suruh mendongeng sungguh  miris"
3043,"Lu yang ngga paham agama lu sendiri,,
Khumaila itu Hafiz quran, ngga bisa di boongin sama ustad2,,

Khumaila fasih bahasa arab, bisa translate sendiri artinya, ngga kayak lu,,
Di translate-in orang lain, entah di kibulin atau ngga,,"
3044,"Moderatornya jgn ade armando, dia punya opini sendiri itu, jawaban dri si cantik selalu d giring ke maunya dia. Moderatornya mending bang sahal. Takutnya kalian yg goblok gak bisa mencerna isi yg sebenarnya"
3045,Orang kalo belajar setengah setengah.... Walau mempelajari islam tapi pemikiran nya dangkal  ya begitulah ini.......
3046,karena kristen tauk betul awal mulanya Muhammad bagai mana hidupnya 😅😅😅😅😅
3047,"Ade Armando itu Islam bukan, Kristen bukan. Muhammadiyah bukan, NU juga bukan. Jadi manusia yang bukan-bukan, Manusia Pendusta. Orang seperti ini sudah takut dan was-was berada di keramaian."
3048,"Yang  harus di perangi itu adalah hanya kafir yang memerangi   islam  atau  yang memusuhi islam, bukan semua kafir,  itu harus paham. karena salah memahami makanya orang non muslim sering menganggap agama yang salah,   makanya jangan di pelintir"
3049,"Dari sudut pandang antropologi, agama bukanlah wahyu Illahi, tetapi agama dipandang sebagai fenomena budaya yang berkembang sebagai respons terhadap berbagai tantangan sosial, ekonomi, dan politik dalam masyarakat. Dalam konteks ini, Islam tidak dilihat sebagai wahyu ilahi, tetapi sebagai hasil dari dinamika budaya dan sosial tertentu yang terjadi di Jazirah Arab pada abad ke-6 dan ke-7 M. Berikut adalah beberapa tinjauan berdasarkan perspektif antropologi:

1. Islam sebagai Respons terhadap Kondisi Sosial dan Ekonomi

Antropolog melihat Islam sebagai gerakan yang lahir dari kebutuhan untuk menjawab ketidakadilan sosial dan ekonomi di Mekah, yang pada saat itu merupakan pusat perdagangan. Ketimpangan antara elite perdagangan Quraisy dan masyarakat miskin menciptakan ketegangan sosial yang signifikan. Ajaran Islam awal, seperti zakat dan larangan riba, dapat dilihat sebagai cara untuk menciptakan redistribusi kekayaan dan menyeimbangkan struktur sosial.

2. Penciptaan Identitas Kolektif

Dalam masyarakat yang terfragmentasi oleh sistem kesukuan, Islam muncul sebagai cara untuk membangun identitas kolektif yang melampaui loyalitas suku. Ajaran seperti ummah (komunitas Muslim) berfungsi untuk menyatukan berbagai kelompok dengan dasar spiritual dan sosial yang sama. Dalam pandangan ini, Islam menjadi alat untuk mengatasi konflik kesukuan dan menciptakan solidaritas di antara masyarakat Arab.

3. Pengaruh Lingkungan Geopolitik

Secara antropologis, perkembangan Islam dapat dipahami sebagai tanggapan terhadap tekanan dari kekuatan eksternal seperti Bizantium dan Persia. Islam menyediakan kerangka ideologis untuk menghadapi hegemoni budaya dan agama dari kedua kekaisaran tersebut. Misalnya, Islam menawarkan alternatif terhadap agama-agama dominan seperti Kristen dan Zoroastrianisme yang terkait erat dengan kekaisaran masing-masing.

4. Penyelesaian Masalah Eksistensial

Antropologi juga melihat agama sebagai jawaban terhadap pertanyaan eksistensial tentang makna hidup, kematian, dan keadilan. Dalam konteks ini, Islam memberikan narasi kosmologis dan eskatologis yang membantu masyarakat memahami posisi mereka di dunia dan memberikan harapan akan keadilan di akhirat, terutama bagi mereka yang menderita ketidakadilan di dunia.

5. Islam sebagai Produk Budaya dan Simbolis

Clifford Geertz, seorang antropolog budaya, menyatakan bahwa agama adalah ""sistem simbol"" yang memberikan kerangka makna kepada manusia. Dalam konteks ini, ajaran Islam awal mencerminkan kebutuhan simbolik masyarakat Arab untuk menghadapi tantangan kehidupan sehari-hari. Misalnya, ritual-ritual seperti shalat dan puasa dapat dilihat sebagai cara untuk memperkuat identitas kelompok sekaligus memberi struktur moral dan spiritual.

6. Transformasi Menjadi Sistem Politik

Islam tidak hanya sebagai agama, tetapi juga sistem politik. Setelah wafatnya Muhammad, agama ini berkembang menjadi ideologi negara yang digunakan untuk mengatur wilayah-wilayah yang semakin luas. Khalifah-khalifah awal menggunakan Islam untuk melegitimasi kekuasaan mereka dan mengatur masyarakat yang heterogen.

7. Komparasi dengan Agama Lain

Seperti agama-agama lain, Islam dipandang sebagai hasil dari proses evolusi sosial yang panjang. Mirip dengan munculnya Yudaisme di bawah tekanan imperialisme Mesir dan Babilonia, atau perkembangan Kekristenan di bawah kekuasaan Romawi, Islam muncul di tengah-tengah konteks sosial-politik tertentu yang membentuk ajarannya.

Pandangan ini menekankan bahwa agama, termasuk Islam, bukanlah sesuatu yang ""diturunkan dari langit,"" tetapi berkembang secara organik sebagai respons terhadap kebutuhan manusia dalam konteks budaya, sosial, dan politik mereka. Perspektif ini sering kali bertentangan dengan keyakinan agama tradisional, tetapi memberikan wawasan yang mendalam tentang bagaimana agama dapat dipahami sebagai fenomena manusia."
3050,Islam sepertinya bukan sebuah agama tapi sebuah ideologi untuk merebut kekuasaan
3051,saya tanyak ya kapan tanggal berapa tahun berapa mm uhammad menyebarkan Islam karena Muhammad buta huruf tidak bisa membaca sedangkan nabi nabi yang benar benar pasti pintar menulis membaca tidak ada nabi yang buta huruf satu nggak ada
3052,Nabi muhammad tidak pernah memulai perang tapi diperangi
3053,She is so smart
3054,Padahal Agama itu seharusnya tidak lekang dimakan waktu/zaman(  berlaku sampai akhir zaman) artinya gugur dong kalau dipraktekkan zaman Now
3055,Berarti dan jelas terbukti bahwa HANYA  alkitab KRISTEN Yang berlaku sepanjang nasa.. Amin 🙏
3056,Perkuat poligami😂
3057,Pasangan gila yang sangat serasi
3058,".   *Ada anggapan Islam agama perang. Termasuk do Indonesia, perang melawan penjajahan. Bahkan ditegasksn dalam Pembukaan UUD 1945 bahwa penjajahan di atas dunia harus dihapuskan.*
     *Yang jelas Penjajah Belanda menjajah dengan semboyan 3G gold glory, gospel. Artinya penjajah mencari emas,  kejayaan sekaligus menyebarkan injil (agama Kristen, Protestan).*
      *Juga Portugis menyebarkan agama Katolik. Faktanya.*"
3059,"Kadang mengatakan Kebenaran itu sulit Dan beresiko, tapi teruslah mengatakan kebenaran"
3060,"apa gak salah tu ?bahas juga, gimana dengan recongusta di spanyol,pembantaian suku maya di meksiko oleh katolik spanyol,pembantaian suku indian di amerika oleh inggris,lalu crusader war,world war 1oleh eropa kristen,world war 2 oleh eropa kristen,perang napoleon oleh kristen,pembantaian suksu aborigin di australia oleh inggris"
3061,"@ spanyol dan inggris tidak berperang demi Tuhan, tetapi umis berperang demi Alloh. Jadi perang umis adalah perintah Tuhannya"
3062,"@@waskitoadi8656 tentu saja dalam hidup apapun itu ,mau kawin kek,mau sikat gigi kek,mau makan kek tentu di sandarkan pada alloh azza wajala"
3063,"Imam Bonjol disumatra barat mengislamkan penduduk dengan ancaman dibunuh atau penggal kepala, inikah agama perang ?"
3064,"Bang Ade berupaya mewakili pihak diluar Islam yg mengorek dalam sejarah,Kumaila berusaha menjawab & menjelaskan sejarah dgn sedikit bertahan berusaha mencari alasan dlm sisi logis 😅...."
3065,"Sy pribadi udh gk simpati dgn si Ade Armando, Krn dia udh mau jadi penjilatx jokowi...."
3066,"1. Kolonialisme
2. Perbudakan kulit hitam, genosida dan rasisme di afrika, pelakunya leupold II
3. Perang dunia ke I dan II
4. Yesus beli pedang dari hasil jual jubah.
5. Perang irak tanpa bukti WMD.
6. Perang vietnam dengan senjata terlarang
7. Genosida di Gaza.

Itu pelakunya siapa ya de arde armando?
Kasian banget nyenggol umat mayoritas tanpa sebut lainnya, mungkin dia butuh cuan dari viewers konten2 kebencian. Miris logika berat sebelah. Ligika jomplang."
3067,AGNOSTIK...yg paling cocok.
3068,"Ciri ajaran Tuhan adalah kasih dan suci.
Tuhan itu nyata, berkuasa, dan menyelamatkan.
Selain itu, dongeng belaka."
3069,Agama yg jajah negara kita agama mereka apa ya😊
3070,wahyu kok perang.. wahyu sesat
3071,anda berdua belum jujur.
3072,Sepertinya Bang Ade mulai mempertanyakan ajaran agamanya sendiri.😂
3073,"Doktrin agama itu harusnya sudah punah. Sekarang untuk pelajaran saja, sadarlah kawan"
3074,"Kesimpulan dari logika kumaila adalah bhw ajaran islam hny diperuntukkan manusia pd masyarakat dng kultur abad ke 7 di arab dimana berperang, merampok n membunuh dianggap lumrah shg islam tak berlaku lagi untuk msyarakat yg lbh maju."
3075,Aduh sy sih dek2an bahaya pembahasannya ini d bahas secara terbuka klo od marah
3076,Perang rusia vs ukraina.perang dunia1 dan 2.membunuh jutaan orang.diseluruh dunia.perang nya siapa bro.
3077,Tapi memang aneh. Muhammad mengangkat dirinya sebagai nabi. Di gua Hira. Ada dasarnya. Karna tiada saksi mata pada saat itu waktu Jibril datang dalam gua Hira mendatangi Muhamad. Ia melegitimasi dirinya sendiri.
3078,Contoh negara timur tengah
3079,Belajar lagi sejarah lah biar gak salah
3080,"Hati"" nanti ada yg menuduhmu menista agama."
3081,"klo bahas ini di 2014 sungguh pingir jurang, sekarang udah biasa aja"
3082,Lebih baik kata jujur walaupun byk org tak senang itulah faktanya demikian
3083,"THOMAS PAINE 
             👇
zaman pembodohan di mulai ada nya sistem kekristenan
Kristen hanyalah penyembahan berhala yg di sesuaikan dengan Kekuasaan dan Keuntungan.

PERANG AGAMA SEBAGIAN BESAR DI MULAI KRN KETIDAK MAMPUAN DAN KEIRIHATIAN KRISTEN YG TAK MAMPU MEMBENDUNG KEDASYATAN ALQURAAN HINGGA MRK MENCARI JALAN DENGAN  PERANG ( CAHAT GPT)"
3084,"Menurut saya ini hanya kacamata orang berdua 2 ini saja , tanpa mengerti apa itu perang diislam apa itu bertahan , sebaiknya orang sperti ini dilakukan debat ilmiah cc gurugembul dan @ustnurrudin"
3085,Jadi ingat 9/11 dan bom bali😭
3086,"Bang Ade ungkap Lutfi bin yahya sebagai provokator, merubah sejarah nu, merubah sejarah jatman, pembuat makam palsu, merubah sejarah bangsa Indinesia.
Lutfi bin yakya itu provokator penghianat negara. Harus diadili, kalau dichina sudah dihukum mati."
3087,"Perangi, maksudnya dalam perang pa ...
Islam perang (dulu) ada alasannya :
1. Perintah Allah
2. Karena ada ancaman dari non muslim.
Non muslim ada dua:
1. Ada yg aktif/mengganggu secara fisik thd islam.
2. Ada yg pasif/tdk mengganggu, damai.
Tapi kalau alasan no.1 juga kalau belum ada perintah perang ya tdk menyerang duluan. Malahan Allah suatu waktu memerintahkan Rosul dan umatnya utk berhijrah saja ke tempat lain jangan melawan/perang 🙏.."
3088,"Orang liberal nanya ke orang minim literasi capability  : output dan narasi pun tidak ad value , hanya membuat branding negative 


Saya ingin menjelaskan ; perang dalam islam sangat 2 diatur di alqur'an pun hanya 20-30% ayat dinuqil pernag 70%nya  muamalah , habluminanas , perdagangan politik dan lain2 

Islam berperangpun jika sudah tidak ad pilihan , jadi diplomasi sudah ,negoisasi sudah , musuh masi tetap menyerang barulah perang  dan banyak aturanya 
1. Tidak boleh dibunuh jika lawan menyerah
2. Tidak boleh menyerang duluan 
3.tidak menyerang tempat ibadah orang tua dll 
Jadi islam.sbnarnya mengajarkan semua aspek kehidupan 


Semoga manpaat"
3089,"Repot juga kalau harus berpedoman kepada Kitab kitab kadaluwarsa yang sudah tidak layak pada jamannya perintah untuk memerangi/membunuh orang yang di luar agama selain Islam dianggap orang kafir, bukankah agama mengajarkan untuk menggunakan hati nurani.
Kenyataannya negara2 Timur Tengah sampai saat ini masih saja terus terjadi perang saudara.
Semoga di Indonesia yang Bhinneka tunggal Ika berbagai perbedaan suku dan agama untuk tetap tercipta hidup rukun damai berdampingan untuk bersatu.
Makanya Penting sekali kita untuk berpikir menggunakan logika"
3090,Coba bahasan ini didengar oleh afganistan 😅
3091,"Mbanya sangat hati2 berbicara,sebenarnya masih banyk yg dia mau ungkap."
3092,"Moral yg diajarkan Yesus relevan disetiap jaman bukan mengikuti standard masyarakat yg bisa berubah ubah ,tapi berdasarkan standard Tuhan."
3093,"Pasti kamu blm pernah Baca  Lukas19:27 Akan tetapi semua seteruku ini, yang tidak suka aku menjadi rajanya, bawalah mereka ke mari dan B*NUHLAH mereka di depan mataku. 

Matius 10:34 Kata Yesus ""..Aku datang bukan untuk membawa damai, melainkan PEDANG""."
3094,"apa gak salah tu ? gimana dengan recongusta di spanyol,pembantaian suku maya di meksiko oleh katolik spanyol,pembantaian suku indian di amerika oleh inggris,lalu crusader war,world war 1oleh eropa kristen,world war 2 oleh eropa kristen,perang napoleon oleh kristen,pembantaian suksu aborigin di australia oleh inggris"
3095,​@@ragilseptianto5623comot2 ayat kau. Baca 1 chapter
3096,"selama ini kalian tuduh agama lain suka berperang,, tapi maling teriak maling... 

Mazmur 18:34, yang menceritakan tentang bagaimana Allah melatih tanganku untuk berperang .

Ulangan 20:4, yang menceritakan tentang bagaimana Allah menyertai umat-Nya untuk berperang .

2 Tawarikh 20:15, yang menceritakan tentang bagaimana Allah akan berperang, bukan umat-Nya"
3097,"@@toruspane3022 setelah di latih,, hebat kan... 

Samuel 15:3 ""Jadi pergilah sekarang, kalahkanlah orang Amalek, tumpaslah segala yang ada padanya, dan janganlah ada belas kasihan padanya. Bunuhlah semuanya, laki-laki maupun PEREMPUAN, KANAK-KANAK MAUPUN ANAK-ANAK YANG MENYUSU, LEMBU maupun DOMBA, UNTA maupun KELEDAI"
3098,Adek armadilo mau di bonyokin lagi nih kaya nya?
3099,"Menurut islam alquran itu kebenaran, tetapi menurut kami tidak, bagaimana kami mau mengikuti ajaran alquran...?"
3100,"Jika anda mengatakan Islam agama perang, maka anda amat sangat keliru dan primitif.  Ayat2 alQur'an ttg perang itu turun memang ketika masa perang. Ingat, nabi Saww perang karena beliau diperangi. Bukan memerangi kekafiran, tapi kezoliman, penindasan, itulah yg diperangi. Komen2 netizen bodoh dungu banyak yg menganggap Islam menganjurkan perang, mengawini perempuan di bawah umur.  Ini pemahaman super bodoh dan ultra primitif.  Soal menikahi wanita di bawah umur, itu Islam melihat dari segi hukum. Hukumnya boleh, artinya nikahnya sah, namun apakah mungkin perempuan di bawah umur itu digauli?, tentu tidak.  Hukum harus dilihat dalam substansinya., karena nikah dlm Islam sesuatu yg sakral.  Makanya pelajari dulu hukum sebelum ngoceh. Adapun soal perang..  mari kita lihat bagaimana dan siapa yg jahat dlm konteks global.  Fakta menunjukkan hingga hari ini bagaimana Amerika dan sekutu2nya dan Zionist Israel memporak porandakan dunia, apalagi di Timur Tengah. Siapa yg menjatuhkan bom atom di Hiroshima n Nagasaki Jepang THN 1945, siapa yg dalang pengacau di Suriah, Iraq, Yaman, Tunisia, Libya, Mesir dll., siapa yg mendanai terrorist di Suriah dan Iraq?... Siapa yg membunuh jutaan manusia di perang Vietnam n Kamboja?, semua itu dilakukan bukan oleh muslim. Tapi apakah kita bisa menyalahkan agama kristen?... Demikian pula jika ada orang Islam yg melakukan kejahatan, apakah yg salah konsep agamanya?... Coba pikir pakai otak, jangan pakai dengkul dan pantat.  Ade Armando ini cenderung memojokkan Islam, tanpa memahami secara komprehensif ttg Islam.  Yaa itulah akibatnya jika mengambil referensi dari sumber2 orientalist yg memang penuh hasud dan kebencian terhadap Islam tanpa perenungan yg mendalam."
3101,Pantas diacungi jempol karena  kejujuran yg di ucapkan mereka berdua yg hebat dan konsistennya mereka tapi faktanya ketika disatu ajaran menganjurkan membunuh kepada yg tidak satu Ajaran disinilah tidak sejalan bahkan bertentangan dengan ajaran pembawa damai karena tidak mungkin seseorang mengikuti dua induk yg satu ajaran sesat dan yg satunya ajaran yg lurus artinya menuju satu tujuan tetapi bolak balik dan sebentar ke kanan sebentar kekiri sudah pasti tidak akan sampai ke tujuan.
3102,Kurang dalil nya sih kalo memang lintas jaman
3103,"Pak ADE ,ibu ,kalau ada di buku ajaran apakah bisa di hilangin ? Bukan nya ketingal an jaman .????"
3104,"Jika anda mengatakan Islam agama perang, maka anda amat sangat keliru dan primitif.  Ayat2 alQur'an ttg perang itu turun memang ketika masa perang. Ingat, nabi Saww perang karena beliau diperangi. Bukan memerangi kekafiran, tapi kezoliman, penindasan, itulah yg diperangi. Komen2 netizen bodoh dungu banyak yg menganggap Islam menganjurkan perang, mengawini perempuan di bawah umur.  Ini pemahaman super bodoh dan ultra primitif.  Soal menikahi wanita di bawah umur, itu Islam melihat dari segi hukum. Hukumnya boleh, artinya nikahnya sah, namun apakah mungkin perempuan di bawah umur itu digauli?, tentu tidak.  Hukum harus dilihat dalam substansinya., karena nikah dlm Islam sesuatu yg sakral.  Makanya pelajari dulu hukum sebelum ngoceh. Adapun soal perang..  mari kita lihat bagaimana dan siapa yg jahat dlm konteks global.  Fakta menunjukkan hingga hari ini bagaimana Amerika dan sekutu2nya dan Zionist Israel memporak porandakan dunia, apalagi di Timur Tengah. Siapa yg menjatuhkan bom atom di Hiroshima n Nagasaki Jepang THN 1945, siapa yg dalang pengacau di Suriah, Iraq, Yaman, Tunisia, Libya, Mesir dll., siapa yg mendanai terrorist di Suriah dan Iraq?... Siapa yg membunuh jutaan manusia di perang Vietnam n Kamboja?, semua itu dilakukan bukan oleh muslim. Tapi apakah kita bisa menyalahkan agama kristen?... Demikian pula jika ada orang Islam yg melakukan kejahatan, apakah yg salah konsep agamanya?... Coba pikir pakai otak, jangan pakai dengkul dan pantat.  Ade Armando ini cenderung memojokkan Islam, tanpa memahami secara komprehensif ttg Islam.  Yaa itulah akibatnya jika mengambil referensi dari sumber2 orientalist yg memang penuh hasud dan kebencian terhadap Islam tanpa perenungan yg mendalam."
3105,Kumaila iki sopo serius nny.. kapasitasny apa
3106,"Silahkan 2 tokoh ini sesuka hati jelaskan makna: bunuhlah, perangilah, kufur kafir semua istilah dalam alqoran klian. Semua itu hanya makna yg klian buat semanis dan sehalus mungkin supaya tetap aktual relevan saat peradaban dunia sudah meninggikan martabat dan kemanusiaan. Bagiku Islam itu bukan RELIGION tetapi konsep Politik. Bandingkan Hinduisme, Budhaisme, Taoisme dan Kristianitas yg inti ajarannya belas kasih, damai, cinta sesama."
3107,Inilah orang orang munafik yg jadi kerak neraka
3108,Preeeet
3109,"Aku denger pertanyaan pak Ade, waduh sekali
Ni kalo didengar sama muslim keras bukan hanya jenggot nya yg kebakar, sampai bulu kaki pun gosong, 

untung aja konsepnya ini diskusi (kecuali orang itu mana peduli konsepnya, bisa di cap penista)"
3110,Kebenaran akan  tersingkap
3111,"Memang semua agama didunia pernah mengalami perang. Dan kematian akibat perang atau orang yg terbunuh, secara statistik tertinggi yaitu perang yg dilakukan oleh entitas yg beragama kristen."
3112,Kebenaran hrs diungķpkan  walapun bnyk tantangàn
3113,"@Bang Ade & mb Kumaila, ikut share pemikiran dong :

""islam"" vs ""agama islam"" tentu punya konteks arti yg berbeda, bkn ?!
Islam = berserah (dg berserah diri mk seseorg mampu damai hatinya)
Sedgkn agama islam-adalah komunitas pemeluk agama yg menyematkan judul kata 'islam', artinya sebuah komunitas agama yg punya 7an yaitu tergantung ""kepentingan si agama tsb"". Jika kepentingannya unt mendamaikan ya tentu betul² menerapakn ajaran keberserahan diri kpd Allah.
Tapi jika 7an si agama tsb ekspansi agar punya banyk massa ya kemungk besar mmg kmd menggunakan kekerasan.

Kalau merunut isi kitab, kemungk cocoknya ya mmg unt sebuah budaya yg ada disana dan saat itu (terjadi). 

Wahyu itu bknnya petunjuk dr Sang Kuasa ?!. Biasanya adalah petunjk unt personal ybs yg menerima wahyu. Dan Kitab tsb disusun jauh setelah beliau penerima wahyu wafat, sedgkn tdk ada tulisan mutlak langs dr tulisan tgn beliau...artinya disusun dg kata dari si A yg dengar dr beliau. Kata si B yg dengar dr beliau, dst...lalu skg telah jeda jutaan th...who's to be guarantee that?"
