author,published_at,comment,like,en_comment
@sriharnati5227,2024-06-15T16:05:37Z,muak ngelihat muks sungabalin,86,sick of seeing muks sungabalin
@JaysSabar,2024-06-16T02:42:06Z,loe kan piaraan si roky garong makannya loe gk suka ngabalin yg koment di sini ada dua kubu samasaling hina dan saling benci,0,youre rokys pet the thief so you dont like to gossip the people commenting here are in two camps they insult and hate each other
@diaszaretta9596,2024-06-17T06:26:58Z,sama,8,same
@abdulwahidhs1493,2024-06-17T07:51:55Z,kepalanya ada roda scoter,3,his head has a scooter wheel
@JaysSabar,2024-06-17T07:58:52Z,abdulwahidhs jngn gitu emang nya loe pinter,1,abdulwahidhs dont be like thatare you really that smart
@HeriNell-xz6ds,2024-06-17T09:32:51Z,setidak nya tidak penjilat dan tukang ngibul kaya junjungan mu jokowi squad,0,at least hes not a sycophant and a liar like your lord the jokowi squad
@amirudin4906,2024-06-15T16:04:43Z,ikn kemungkinan besar akan mangkrak jadi kota bisu tanpa penghuni,0,ikn will most likely be abandoned becoming a silent city without residents
@ronyrantau,2024-06-15T17:24:40Z,penghuninya kan tu nyebelin,1,the residents are annoying
@HendraSaputra-u7e,2024-06-15T16:04:01Z,sudah saatnya giliran kalimantan di bangun jangan jakarta aja soalnya kalimantan ini kaya akan hasil alam nya namun selama ini sudah tergerus habis kekayaan alam nya namun bangunan nya masih jauh terbelakang,0,its time for kalimantan to be developed not just jakarta because kalimantan is rich in natural resources but so far its natural resources have been completely eroded but its buildings are still far behind
@ulisitorus1267,2024-06-15T21:13:45Z,tenang aja bentar lagi orang kalimantan akan seperti orang betawi di jkt,0,dont worry soon the people of kalimantan will be like the betawi people in jakarta
@dzonodz9317,2024-06-15T16:03:52Z,ikn pasti mangkrak karena itu bentuk hukuman buat si jokowi ke ngawuran jokowi dlm bikin kebijakan negara semau gue bakal mendapatkan kehancuran di sisa hidupnya cercaan dan hinaan dari rakyat dan menanggung malu seumur hidup,4,ikn will definitely be stalled because that is a form of punishment for jokowi jokowis recklessness in making state policies as he pleases will be destroyed for the rest of his life insults and humiliation from the people and bearing shame for life
@koesnowari7386,2024-06-16T03:11:49Z,tol dulu di hujat tapi sekarang yg hujat masuk tol juga,0,previously toll roads were criticized but now those who criticize them are also entering the toll road
@dzonodz9317,2024-06-16T04:01:08Z,koesnowari tol jokowi tetep kuhujat karena terbukti tol jokowi gak bikin untung bikin negara terbebani anggaran pemeliharaan dll bumn pengelolanyan pun pd bangkrut tol jokowi pun gak mampu memberi nilai tambah ekonomis harga barang selalu nanjak karena tol jokowi gak mampu menurunkan biaya transportasi,0,koesnowari i still criticize the jokowi toll road because it has been proven that the jokowi toll road does not make a profit burdening the country with maintenance costs etc the stateowned company that manages it is also going bankrupt the jokowi toll road is also unable to provide added economic value the price of goods always increases because the jokowi toll road is unable to reduce transportation costs
@dzonodz9317,2024-06-16T13:10:45Z,tatitwidyartono kau cek di data penerimaan negara sumbangan dari tol cuma yg dari tol tol dlm kota jakarta jokoei cuma mbangun dikit sby dan presiden lain juga yg bikin lalu tol tertentu selebihnya tol jadi beban negara cek tuh bumn pengelolanya pd bangkrut artinya tol yg dikelolanya rugi bumn rugi berarti gak nyumbang pendapatan ke negara indonesia iku ekonomi rakyatnya rendah utang dan apbn harusnya lebih diprogramkan untuk jangka pendek menengah dan program produktif kalau tol gede biayanya sulit untung pula karena sektor bisnis dan ekonomi rakyat gak berkembang apalagi ternyata si jokowi abai pd prosedur perencanaan tol dan lainnya akibatnya anggaran tol terkorupsi di jokowi cuma bangga bilang cepat cepat dan harus secepatnya,0,tatitwidyartono you check the state revenue data the contribution from toll roads is only from toll roads in the city of jakarta jokowi only built a little sby and other presidents also built themthen certain toll roadsthe rest toll roads become a burden on the statecheck that the stateowned enterprises that manage them are bankruptit means that the toll roads they manage are at a loss a stateowned enterprise loses meaning it does not contribute income to the state indonesia also has a low peoples economy debt and the state budget should be more programmed for the short to medium term and productive programswhat about toll roads the costs are high it is also difficult to make a profit because the business sector and the peoples economy are not developingmoreover it turns out that jokowi ignores the toll planning procedures and others as a result of the toll budget is corruptedin jokowi he is only proud to say fastfast and must be as soon as possible
@dzonodz9317,2024-06-16T17:04:31Z,tatitwidyartono tol di jakarta blok banggain tol jokowi yg rugi kok begitu bangga jokowi gak bisa disalahkan perkara praktik korupsi kupingmu apa gak dengar jika pinmpinan kpk polri kejagung itu orangnya jokowi semua alat politik jokowi semua praktek tebar bansos pilpres t itu jelas praktik kkn kelakuan langgar etika si jokoei itu adalah bentuk mental korups kolusif dan nepotis sekarang kau pikir dikit apa dampak kengawuran si jokowi yg gila bikin tol yg belum terencana tsb utang negara jadi hampir t utang bumn sudah t kebodohan dan kemiskinan rakyat meningkat terbukti si harus ngasih makan susu gratis ke rakyat dan tingkat iq rakyat cuma setara simpanse itu semua jarena jokowi itu asal kerja kerjanya pun asal hingga anggaran negara masih bocor hampir,0,tatitwidyartono toll roads in jakarta are blocked proud of jokowis toll roads that are at a loss why are you so proud jokowi cant be blamed for corrupt practices cant your ears hear that the leaders of the kpk the police and the ago are all jokowis peopleall jokowis political toolsthe practice of distributing t presidential election social assistance that is clearly a practice of kknjokowis unethical behavior is a form of corrupt collusive and nepotistic mentalitynow think a littlewhat is the impact of jokowis crazy recklessness in building the unplanned toll roads the national debt has become almost t bumn debt has reached t the stupidity and poverty of the people has increased proven by the fact that had to provide free food milk to the people and the iq level of the people is only equivalent to a chimpanzee all because jokowi just works his work is also careless to the point that the state budget is still leaking almost
@Amran-n1x,2024-06-15T16:02:57Z,tannya sama pk ngabalin di jkt apa di ikn,0,the question is the same pk ngabalin in jakarta what in ikn
@chikachika6917,2024-06-15T16:00:05Z,ngabalin biangkeroknya dilingkungan istana penjilatnya di ksp,45,ngabalin is the root cause in the palace environment his sycophants are in the ksp
@SugengBrama-qi3dn,2024-06-15T19:14:11Z,jokowi hebat utang makin melambung apbn devisit,1,jokowi is great the debt is soaring the apbn is in deficit
@lenbolenlenbolen9559,2024-06-15T19:42:12Z,sugengbramaqidnhutangmu x yang melambung sampaiditeror pinjol,2,sugengbramaqidnyour debt x has skyrocketed to the point of being terrorized by online loans
@ulalretsinamnakapulidkut,2024-06-15T22:14:22Z,tinggal jual pulau aja bang kalo bingung mikir utang sugengbramaqidn,1,just sell the island bro if you are confused thinking about debt sugengbramaqidn
@Al-Gazza,2024-06-16T03:25:38Z,lenbolenlenbolenmakanya baca berita biar tau hutang dan devisit apbnjangan nonton sinetron terus,1,lenbolenlenbolenthats why you should read the news so you know the apbn debt and deficit dont just watch soap operas
@hujaema12jema4,2024-06-15T16:00:00Z,kerja cepat apbn bangkrut ayo para berhala rejim berlombalah kalian menjilat inilah negeri konoha sangkuriang,1,work fast the apbn is bankrupt come on idols of the regime compete to lick it this is the land of konoha sangkuriang
@joulirahmat7881,2024-06-15T15:59:32Z,malu ngeliatnya cinta dunia,13,embarrassed to see it love the world
@user-zz4dw8eb2s,2024-06-15T15:46:04Z,kinerja pak basuki pak luhut dan pak bahlil nyambung dg kinerja pak jokowi yaitu kerja cepat sejak awal terpilih pak jokowi mmng prinsipx kerja cepat,0,the performance of mr basuki mr luhut and mr bahlil is connected to the performance of mr jokowi namely working quickly since he was elected mr jokowi has had the principle of working quickly
@bundaeda4390,2024-06-15T16:00:14Z,benar yg penting kerja soal masalah belakangan akhirnya ya g tau,0,its true the important thing is to work on the problem later in the end i dont know
@JembatBaru,2024-06-15T16:08:28Z,juga cepet cari utangan,0,also quickly find debt
@ronyrantau,2024-06-15T17:22:55Z,cepat ngutang,0,quickly get into debt
@kawiwika5173,2024-06-15T15:41:30Z,jadi ketua otorita ikn saja mundur kok cuma diperbantukan cari nvestor mau percepat omong kosong tukang ngibul dan munafik,0,so the chairman of the ikn authority has resigned but he has only been assigned to look for investors to speed things up just nonsense from liars and hypocrites
@TheShatry,2024-06-15T15:39:15Z,pak anies kerja pake otakbangun peradaban bangsa,14,mr anies work with your brainbuild the nations civilization
@keluargaygsakinah4621,2024-06-15T16:34:30Z,yg di bangun si abah apa pengen tahu gua,0,what did the father wake up to i want to know
@leolion9887,2024-06-15T16:46:26Z,keluargaygsakinahwah gak pernah liat berita ya keberhasilan anis di jakartaemang klw yg buta hati susahmata melotot cm gk bisa liat apa,0,keluargaygsakinahwah ive never seen the news about anis success in jakarta its really hard for someone with a blind heart their eyes are glaring and they cant see anything
@ekosetiyono8267,2024-06-15T16:55:13Z,keluargaygsakinahkamu gak lihat dijakarta banyak yang jual otak otak itulah bukti hasil kerja anis pake otak hahahaha,0,keluargaygsakinahdont you see that in jakarta there are many people selling otak otak thats proof of the results of anis work using otak hahahaha
@triyono5432,2024-06-15T17:22:54Z,main catur enak ni kalau raja turun istilah catur pusing mikirin catur,0,playing chess is fun if the king goes down chess term having a headache thinking about chess
@TheShatry,2024-06-15T17:48:32Z,ooo ini nih kurang lebih yang sudah dibangun anies karya nyata anies utk dki jakarta international eprix circuit jiec jakarta international stadium trotoar di dki jadi lebar bersih rapi dan indah trotoar yang dibangun sekitar km halte jadi besar indah bersih futuristik hunian dp dijaktim diresmikan sep bangun waduk untuk pengendalian banjir modatransportasi terpadu dengan satu kartu dan murah membangun dan merenovasi sebanyak taman jalur hijau utk bikers jadi safety jpo yg iconicspt phinisi dll futuristik aplikasi jaki sangat membantu waktu covid pbb gratis utk rumah njopmiliar revitalisasi kampung aquarium yg digusur ahox fly over tapal kuda ps minggu lenteng agung jadi enggak macet cuy revitalisasi simpang senin ribuan sumur resapan diejek pdip tapi dicontek wi heru pln menjangkau kep seribuharga air bersih turun drastis pembangunan atau revitalisasi tim taman ismail marzuki jadi kereeen revitalisasi kota tua batavia jak lingko sampe menerima penghargaan internasional dan masih banyak lagicek di pemrov dki channel,0,ooo this is more or less what anies has built anies real work for dki jakarta international eprix circuit jiec jakarta international stadium sidewalks in dki are wide clean neat and beautiful sidewalks built around km bus stops become big beautiful clean futuristic dp housing in east jakarta inaugurated on september build reservoirs for flood control integrated transportation mode with one card and cheap build and renovate as many as parks green lane for bikers so safe iconic jpo spt phinisi etc futuristic jaki application is very helpful during covid free pbb for njop houses billion revitalization of the aquarium village that was evicted by ahox horsefooted flyovers ps minggu lenteng agung so no traffic traffic revitalization of simpang senin thousands of infiltration wells mocked by pdip but copied by wi heru pln reaches the islands thousand the price of clean water has dropped drastically development or revitalization of tim taman ismail marzuki is so cool revitalization of the old city of batavia jak lingko even receiving international awards and many morecheck on the dki provincial government channel
@user-zz4dw8eb2s,2024-06-15T15:37:12Z,bukan mundur tapi di minta mundur karena kinerjax lambat dan kurang berani mengambil keputusan cepat,1,not resigning but asked to resign because of slow performance and lack of courage in making quick decisions
@muhammaddjunaid-dr8gw,2024-06-15T16:07:25Z,jangan harap mau mundur justeru berusaha melanggengkan kekuasaanx dg sistem dinasti lihat sj anak mantu dn kelsemua diberi jabatan,0,dont expect to step down instead try to perpetuate your power with a dynasty system just look at your children inlaws and relatives all of them are given positions
@tjonglioeng6693,2024-06-15T15:36:59Z,kepada bang ngabalin kalau udah pindah ke ikn jangan pulang lagi ia biar betah iajgn habis upacara plg lagiongkos mahaljangan sampai ustad mansyur teriak duuuuiiitnya dari mana,3,to bang ngabalin if youve moved to ikn dont come home again so hell feel at home dont come back after the ceremony the fees are expensive dont let ustad mansyur shout where the money comes from
@MukidiMukidi456,2024-06-15T16:23:01Z,wkkkkkkk,0,wowwwwwwwwww
@andreysyaifudindarwis6585,2024-06-15T15:35:18Z,astagfirullahulazim x tidak ada rasa malu si gembrot dan si cacingan gaya nya dan ngakali bang gaiesz ini manusia hati semua penjilat rezim dinasty dari istana,0,astagfirullahulazim x there is no shame on the fat and wormy guys in their style and outfits bang gaiesz these people are hearts all licks to the dynasty regime from the palace
@MTOHIROFFICIAL,2024-06-15T15:34:59Z,bayangan kabinet malam moga gk jadi bayang bayang kabinet,6,shadow of the cabinet tonight hopefully it doesnt become a shadow of the cabinet
@Azimaaa10,2024-06-15T15:27:54Z,ngabalin abangnya fahri hamzah ya,11,are you going to absolve fahri hamzahs brother
@supriyantoavara2808,2024-06-15T15:23:02Z,asian value,0,asian value
@anakkalonk3652,2024-06-15T15:17:52Z,pengabdi anies vs pengabdi jkw,0,anies devotees vs jkw devotees
@hartonorachmat1009,2024-06-15T15:15:50Z,ikn harusnya dirancang dgn perencanaan yg matangbukan grusa grusumelabrak lingkungan hidupmenguras apbn dan tdk mudah merubah habitat masyarakat disekitar dan yg akan menempati jika hanya jd ibukota saja tanpa ada industri besarmaka akan sepi penghuni,21,the ikn should be designed with careful planningnot in a hurryit will destroy the environment drain the state budget and it will not be easy to change the habitat of the surrounding community and those who will occupy it if it is only a capital city without any large industriesit will be deserted by residents
@silastarrupadang8215,2024-06-15T16:23:59Z,se hut ri di ikn,2,th anniversary of the republic of indonesia at the ikn
@JatnikaEmpi-v9b,2024-06-15T16:47:29Z,jkwi sedang halusinasi emang nya punya gudang uang,0,jkwi is hallucinating does he really have a money warehouse
@triyono5432,2024-06-15T17:19:15Z,main catur enak ni,0,playing chess is fun
@jamaluddinkading1352,2024-06-16T03:05:00Z,kibulin kalau sudah ngecap kayak tahu segalanya setelah menghina jokowi diberi kesempatan ngumpul di istana jadi pembela setia dasar tidak tahu malu selalu tampil menjijikkan,0,kibulin when he acts like he knows everything after insulting jokowi he is given the opportunity to gather at the palace to be his loyal defender he is basically shameless always appearing disgusting
@bambangkartono2858,2024-06-16T03:19:47Z,sudahlah kita harus sadar bahwa p jokowi menteri pejabat oikn dan pelaksana adalah manusia biasa wajar apabila punya rencana besarkecil untuk kebaikankemajuan masa depan akan tetapi kita harus ingat bahwa ada yang maha kuasa dan maha penentu yaitu allah swt tuhan yang maha esa namun harus berusaha sekuat tenaga pikiran dan dana sesuai dengan kemampuan apabila saat ini belum bisa dilaksanakan kita harus menerima dan tetap terus berusaha dan terus berusaha tahun tahun tahun hingga menuju indonesia emas sebagaimana yang kita citakan insyaallah allah swt merestui aamiin x yra,1,lets be aware that p jokowi ministers oikn officials and implementers are ordinary humans it is normal to have bigsmall plans for future goodprogress but we must remember that there is an almighty and almighty determinant namely god swt the one almighty god but we must try as much as our strength thoughts and funds according to our ability if currently it cannot be implemented we must accept and continue to try and continue to try for years years years until we achieve golden indonesia as we aspired god willing allah swt blesses aamiin x yra
@feiwong2315,2024-06-15T15:07:14Z,cuma orang sakit hati,3,only people heart sick
@putrahastinapura4248,2024-11-15T17:07:41Z,pret,0,against
@jousairihasbullah7141,2024-11-03T04:46:44Z,bambang ini sangat lemah beliau kuat di teori lovable city livable city people cohesivity dll dll jago dia dan hanya itu diulang ulangseperti ngasih kuliah tapi coba tanya langkah langkah konkrit untuk cohesivity itusampe sekarang belum ada langkah konkrit untuk misalnya dimana para pegawai rendahan itu mereka akan tinggal people yg bekerja sbg pegawai mall tukang kebun pegawai rumah sakit guru sekolah swasts pegawai hotel dll dll mestinya ada rusun untuk pegawai rendahan pemilik toko kecil dll dllini contoh kecil dia bicara peoplenya nggabelum adatapi tempat tinggal mereka dimanakonkritnyaklu tempat tinggal tdk disediakan ya gimana penduduk mau bertambahbagaimana ruh kota akan terbentuk wajar jika dia ini berhenti dari ketua oiknbisa berteori tapi sama sekali ngga bisa kerja sistematis dan terukur dan nyata jenuh saya klu dia ngomong serba teoritis tapi langkah langkah konkrit untuk mencapainya seperti nol besardan para pewawancara tv pun ngga komprehensif pemahamannya sehjngga hal hal yg mendasar justru tidak ditanyakan saya ulangi investor sudah membangun rs dimana para pekerja nya akan ditampung dimana rumah yg disediakan untuk pegawai taman apa para pegawai itu silahlkan tinggal di tempat lain saya kenal pun tidak dg sdr bambang iningga ada hatrettapu kesimpulan saya dia tidak bisa kerja konkrit,0,bambang is very weak he is strong in theory lovable city livable city people cohesiveness etc he is good at it and that is all he repeatslike giving a lecture but try asking for concrete steps for cohesivenessuntil now there have been no concrete steps for example where the lowlevel employees will live people who work as mall employees gardeners hospital employees private school teachers hotel employees etcthere should be flats for lowlevel employees small shop owners etcthis is a small example he talked about the people notnot yetbut where are their residencesconcretelyif the residences are not provided then how will the population increasehow will the spirit of the city be formed it is natural that he resigned from being the chairman of oikncan theorize but cant work systematically measurably and real at all im fed up when he talks all theoretical but the concrete steps to achieve it are like a big zero and the tv interviewers dont have a comprehensive understanding so the basic things are not asked i repeat the investor has built a hospital where will the workers be accommodated where are the houses provided for the park employees can the employees live somewhere else i dont even know this bambang no hate but my conclusion he cannot do concrete work
@jousairihasbullah7141,2024-11-03T04:51:18Z,dia ini cocok untuk sekadar bervalue valueberteori teoriinklusif lahkita terpesona dengar dia ngomong pak bambang value akan bisa dijalankan jika sudah ada orangnya termasuk orang kecilada tempat mereka tinggaldimana laoisan bawah akan tinggal dimana konkrittolong jawab ngga bisa kerja konkritserba normatif sure maafmudah mudahan saya salah menilai,0,he is suitable for just giving valuestheorizing theoriesinclusive lahwe are fascinated to hear him speak mr bambang value can be implemented if there are people including the little peoplethere is a place for them to livewhere will the lower laoisan live where concreteplease answer cant work concretelyeverything is normative sure sorryhopefully i judged wrong
@SMS17,2024-10-29T00:42:05Z,kerren pak bambang pemikiran yang hebat kota yg saling mendukung ikn jakarta pemerintahan di ikn bisnis di jkt dengan berlangsung angsur bagian kota kota ikn dan pendukung kota wilayah ikn seperti sepaku panajem dll di kalimantan bisa jadi kota bisnis baru sebagai pendukung dan penyelarasan jakarta sebagai kota bisnis,0,kerren pak bambang great idea cities that support each other ikn jakarta the government in ikn business in jakarta with the ongoing gradual parts of the city of ikn and supporting cities of ikn areas such as sepaku panajem etc in kalimantan can become new business cities as supporters and alignment of jakarta as a business city
@RohanaMohdYusof-kc4jr,2024-10-31T21:23:16Z,tulah jangan suka mrnjelekkan putrajaya terlalu sombongsekarang ikut juga konsep putrajaya akhirnya allahuakbar,1,do not like mrnjelekkan putrajaya too proudnow also follow putrajayas final concept allahuakbar
@Zorrowild,2024-10-29T00:16:00Z,pemikiran brilian dr seorang bambang susantonoaplaus utk bapak dan terima kasih atas dedikasinya bagi iknthanks so much bapak sehat selalu,0,brilliant thoughts by dr bambang susantono applause for you and thank you for your dedication to ikn thanks so much always be healthy
@pinocchio3190,2024-10-28T05:39:48Z,teruskan ikn agar rakat indonesia dari ujung ke ujung menikmati hidup sejahtera,1,continue the ikn so that the indonesian people from one end to the other can enjoy a prosperous life
@AhmadAli-nd5yy,2024-10-28T03:24:27Z,cocoknya ikn sebagai ibu kota persiapan dulu,0,the ikn is suitable as a preparatory capital first
@edysetiadi2829,2024-10-28T02:30:00Z,ngapain bikin mall ngawur aja mikirnya bikin rumahsakit modern dong dgn kwalitas dokter profesional,0,why build a mall its just nonsense to think about it build a modern hospital with professional quality doctors
@muhadiachwan8678,2024-10-27T18:27:45Z,begini pak batch nanti disamping building gedung legislatif dan yudikatif aku bangun juga gedung wtc metal exchangeworld trade center metal exchange,0,heres how it is sir batch besides the legislative and judicial buildings i will also build the wtc metal exchangeworld trade center metal exchange building
@titusbiu5412,2024-10-27T05:31:32Z,pak bambang tdk usah didengar krn dia sdh dpt dinilai bukan negarawanmalah cenderung meragukan ikn yg justru sangat dibabanggakan masyarakat untuk didukung sepenuhnya,0,there is no need to listen to mr bambang because he can be considered not to be a statesman in fact he tends to doubt the identity that the people are very proud of and fully support
@daniyudi3652,2024-10-27T05:23:01Z,ikn harus jalan,0,ikn must run
@mrdarwanto4769,2024-10-27T02:36:11Z,liat aja muka pak bambang tipe pemikir pengemis atau pekerja kalau saya pak bambang ini tipe pemikir buka pekerja,0,just look at mr bambangs face is he a thinker a beggar or a worker in my opinion mr bambang is a thinker not a worker
@rajiefamin904,2024-10-26T13:45:31Z,halu,0,desire
@mulyono1681,2024-10-26T10:33:52Z,selama pemimpin tk punya fisi dan misi yg ambisius indonesia sulit maju,0,as long as kindergarten leaders have an ambitious vision and mission indonesia will find it difficult to progress
@liliekbenafachannel9501,2024-10-26T10:13:36Z,insya allah ikn proyek mangkrak,0,god willing the ikn project is stalled
@sutresnosutresno8730,2024-10-26T04:05:47Z,pembangunan ikn haruslah ambisius demi nkri,1,ikn development must be ambitious for the sake of the republic of indonesia
@SariPudin-ze9id,2024-10-25T22:17:44Z,ini baru org ada ilmu nya ga grasak grusuk contoh bagi org yg brkpntingan,0,this is a new person who has knowledge and is not in a hurry an example for those who are interested
@HermanSyah-oc7fo,2024-10-25T06:41:38Z,ingat omongan saya dalam waktu sampai tahun kedepan ikn nusantara akan kelihatan sebagai kota yang benarbenar menakjubkan seluruh rakyat indonesia akan berkunjung ke sana,3,remember what i said in the next to years the indonesian capital will look like a truly amazing city all indonesian people will visit there
@little.greenman,2024-10-25T12:50:10Z,saya optimis,0,im optimistic
@SariPudin-ze9id,2024-10-25T22:18:27Z,mimpi di siang bolong,0,daydream
@OmJhoen,2024-10-25T23:59:31Z,haluuu,0,noise
@titiek8496,2024-10-26T01:01:52Z,kalau cuma berkunjung percuma yg diperlukan ada orang yg berdomisili disana mungkin bisa dimula dari anda dulu,1,if you just visit its useless what is needed is people who live there maybe you can start with you first
@caturroni3456,2024-10-28T01:43:34Z,seluruh warga lndonesia akan berkunjung k iknmana bisammng gratis tuk menuju k sonoangan terlalu melambung k langit tkt,0,all indonesian citizens will visit k iknhow is that possible its free to go there dreams are too high up in the sky level
@harryhasibuan9480,2024-10-25T03:52:25Z,proyek ugal ugalan,0,reckless project
@ataratar1710,2024-10-25T02:20:23Z,ikn adalah pengalihan isu dari ketidak mampuan jkw untuk memenuhi janjinya jakarta yg bebas macet dan banjir spt janjinya saat pilpres dan ini bisa diusut kebobrokan proyek ikn jika memang akhirnya mangkrak dan jkw bisa diadili atas kasus ikn tsb,0,ikn is a diversion from jkws inability to fulfill his promise of a jakarta free from traffic jams and flooding as he promised during the presidential election and this can be investigated for the corruption of the ikn project if it ends up stalled and jkw can be tried for the ikn case
@ataratar1710,2024-10-25T02:14:20Z,klo mau lompatan jadi negara maju bukan dgn buat ikn dong tp buatlah industri alisasi yg high tech pendidikan rakyat dipermurah dan mudah kl bikin ikn mah cuma buang energi buang uang dan buang waktu liat aja nnti kl bisa jalan yg ada mangkrak jd kota hantu alias tak berpenghuni,0,if you want to make a leap to become a developed country dont do it by making advertising but by creating hightech industrialization making peoples education cheaper and easier if you make advertising youre just wasting energy money and time just wait and see when it can be implemented it will be a ghost town aka uninhabited
@hadipurwanto783,2024-10-24T12:12:10Z,pak bambang kayaknya pernah bilang sudah berktp sepaku,0,mr bambang i think you said you already have a sepaku id card
@Amboala-z6f,2024-10-24T07:13:39Z,konsep teori tentang ibu kota nusantata untuk menjadikan sebagai ibu kota negara menurut saya ini suatu khayalan dan mimpi dari jokowidodo untuk membingungkan kebijakan politik dari pemerintah sampai tahun dan saya pribadi sebagai warga negara tidak setuju jika jakarta digantikan ibu kota negara baru kalimantan timur maknanya provinsi lain ingin juga mendapat perlakuan yang sama untuk pembangunan fisik yang mewah amin,0,the concept of the theory of the capital city of nusantata to be made the capital of the country in my opinion is a fantasy and dream of jokowi to confuse the political policies of the government until and i personally as a citizen do not agree if jakarta is replaced by the new capital city of east kalimantan meaning that other provinces also want to get the same treatment for luxurious physical development amen
@reg6540,2024-10-24T04:57:55Z,putra jaya jugasepi yg paling parah ibu kota baru myanmarbagunan lux sdh asatapiorang nggak ada,0,putra jaya is alsodeserted the worst is the new capital of myanmarthe luxury buildings are already in clearancebut there are no people
@XXC3778,2024-10-24T05:32:51Z,putrajaya bukan ibu kota putrajaya pusat pemerintah kerajaan malaysia ibu kota tetap kuala lumpur jarak putrajaya dengan kuala lumpur hanya kilometer ambil tahu sebelum membuat sebarang komen anda kurang membaca maklumat boleh didapati di google map anda akan nampak dengan jelas kuala lumpur putrajaya klia terima kasih,0,putrajaya is not the capital putrajaya is the center of government of the malaysian government the capital is still kuala lumpur the distance between putrajaya and kuala lumpur is only kilometers find out before making any comments you are not reading enough information can be found on google maps you will clearly see kuala lumpur putrajaya klia thank you
@hotmantampubolon1793,2024-10-23T11:57:29Z,ikn juga tergantung niat pemerintahbaik itu yg lalu dan selanjutnyaibu kota sudah selayaknya di pindah karena beban jakarta yg semakin berat sebagai masyarakt umum pindah ibu kota yg lebih mudah itu sebenarnya ke batamitu tempat yg strategis pembangunn kota yg benardi rencanakan sejak dahuluyg pernah ke batam faham betul tata kelola kotanya ini ikn sudah di pilihkita harus dukung dan sukseskan,0,ikn also depends on the governments intentionboth the previous and the nextthe capital city should be moved because the burden on jakarta is getting heavier as a general public the easiest way to move the capital city is actually to batamthat is a strategic place for city development that has been planned since long agothose who have been to batam understand the citys governance very well this ikn has been chosenwe must support and make it a success
@Abstrakherry,2024-10-23T11:46:07Z,pak bambang ini orangnya sangat legowo,0,mr bambang is a very generous person
@samsulrahman7288,2024-10-23T11:41:55Z,lintas jalan masyarakat terpotong dengan jalan tol solusinya lintas jalan masyarakat tetap di pasilitasi dibuat berlanjut dan jalan tol tetap berjalan jangan gara gara itu pembangunan tidak jalan jangan pikirkan orang asing dengan aturannya orang asing itu tidak suka bila pembangunan indonesia merata yang penting kebutuhan masyarakat kalimantan terpenuhi dan buat rakyat aslinya dari tradisional menjadi modern dan maju serta makmur tapi bila pembangunan itu rakyat aslinya tidak di libatkan dan jadi penonton maka ini masalah agar tidak bermasalah maka perhatikan lah penduduk asli buat mereka nyaman dan hidup nya lebih baik dan sejahtera,0,the community road is cut off by a toll road the solution the community road is still facilitated and continued and the toll road continues to run dont let that stop development dont think about foreigners with their rules foreigners dont like it when indonesias development is even whats important is that the needs of the kalimantan community are met and make the native people from traditional to modern and advanced and prosperous but if the development of the native people is not involved and becomes a spectator then this is a problem so that there are no problems pay attention to the native people make them comfortable and their lives better and more prosperous
@pratisto5358,2024-10-23T06:29:58Z,menurut saya hal ini bukan ambisius sebelum negara indonesia membangun ikn negara negara lain sudah lebih dulu tapi biasa biasa saja gak dibuat heboh hanya kurang nyentrik barangkali untuk ikn kalau bisa lebih menarik dan indah,0,in my opinion this is not ambitious before indonesia built its capital city other countries had already built it but it was just ordinary not made into a big deal it was just not eccentric enough perhaps for the capital city it could be more interesting and beautiful
@ketutmogot,2024-10-23T04:30:16Z,ikn itu bukan tempat buat rakyat jelata cuma tempat ngumpul orang kaya pejabat,2,the ikn is not a place for the common people its just a gathering place for the rich and officials
@pedrosakr4298,2024-10-22T08:40:11Z,duitnya lg susahapbn defisit program kampanye lbh membutuhkan uang banyak,0,money is tightthe apbn is in deficit campaign programs need more money
@KudaKuda-k2h,2024-10-22T09:15:52Z,ini proyek jangka panjang sampai masa mau defisit terus sampai,0,this is a longterm project until how can there be a deficit until
@RohadiYantek,2024-10-22T08:38:48Z,import beras terus,0,continue to import rice
@xanavy384,2024-10-22T08:17:49Z,tahun kemudian ikn jadi,0,years later ikn becomes
@slametutomoslamet6234,2024-10-22T08:11:29Z,untuk ikn butuh partisipasi lembaga pendidikan utk mempercepat proses tks bp bambang informasi yg bernilai guna utk ind,2,for ikn the participation of educational institutions is needed to accelerate the process thanks mr bambang for the valuable information for indonesia
