,comment,author,publishedAt,likeCount
3855,Ajaran Kitab suci/ Tuhan sepanjang jamanlah.,@jesee1538,2024-11-20T04:33:42Z,0
3856,"Nabi itu kaya karena hartanya diperoleh dari rampasan perang, juga wilayah kekuasaannya bertambah banyak karena menjajah suku lain, saya pikir perang Dunia 1 dan 2 diadopsi dari perang nabi muhammad untuk memperoleh kekuasan juga ekonomi.",@Manusia_biasa88422,2024-11-20T04:33:33Z,0
3857,"@@Manusia_biasa88422 buktikan apa saja harta kekayaan nabi Muhammad SAW jika beliau kaya..??

PD 1 dan 2 yang dilakukan negara salibis Eropa dan Amerika diadopsi dari ayat ini 👉   Lukas 12:49-51  dan Matius 10:34-35  😅",@katochimo147,2024-11-21T00:41:22Z,0
3858,"​​@@katochimo147banyak sejarah serta hadis, setelah menang perang nabi mendapatkan harta rampasan perang. Itu dia semua agama Arab memang biadab, semua negara Arab gak pernah berhenti perang karena memang sudah ada ajarannya juga memang sudah watak orang arab.pelajaran baik apa yg bisa diambil gak ada, hanya menciptakan teroris terbanyak diindonesia.selain harta rampasan perang juga menggadaikan anak dan istri untuk dijadikan budak atau istri",@Manusia_biasa88422,2024-11-21T06:21:42Z,0
3859,Faktanya kebanyakan para kaum penjajah beragama kristen. Nggak bisa terbantahkan,@Aka-chenel,2024-11-20T04:33:12Z,0
3860,"Menit 14:34 di Transcript atau 21:06 di video, ""al'quran tdk bisa jadi pedoman sepanjang masa"". 😅😅😅😅",@mohajing5862,2024-11-20T04:32:45Z,61
3861,Berani sekalehh,@alsimanche,2024-11-20T07:28:06Z,3
3862,Bagi selain muslim itu betul 😊,@ahmadulum3189,2024-11-21T04:24:36Z,0
3863,"AYAT KEJAM DAN SADIS ALKITAB / BIBLE



Banyak yang menilai agama kristen dan katolik penuh dengan ajaran cinta kasih sesama manusia. Inilah yang selalu ditawarkan oleh para penginjil dalam mencari manusia untuk diajak bertobat dan mempercayai tuhan Yesus.  Para misionaris  gereja menjanjikan ajaran kasih sayang dan damai dalam kasih yesus kristus. Dalam agama kristen, digambarkan hidup yang penuh cinta kasih. Banyak yang menilai bahwa agama kristen mengajarkan kebaikan, sebagaimana agama lainnya. 


Sebetulnya, untuk mengetahui apakah ajaran agama itu baik atau buruk, kita tidak boleh mudah percaya dengan apa yang disampaikan oleh para pendeta di gereja atau dalam kotbah di televisi. Untuk menilai ajaran agama, mari kita lihat kitab suci yang menjadi panduan seseorang dalam menjalankan agamanya. Ternyata banyak terdapat ayat-ayat kejam dan sadis dalam Alkitab/Bible



AJARAN ""TUHAN YESUS"" DALAM ALKITAB YANG PENUH DENGAN KEKEJAMAN.

Ulangan 13:15 maka BUNUHLAH dengan mata pedang penduduk kota itu, dan TUMPASLAH dengan mata pedang kota itu SERTA SEGALA ISINYA dan HEWANNYA.

Yosua 6:21 Mereka MENUMPAS dengan mata pedang  segala sesuatu yang di dalam kota itu, baik laki-laki maupun PEREMPUAN, baik tua maupun muda, sampai kepada LEMBU, DOMBA dan KELEDAI.

Yosua 8:24 Segera sesudah orang Israel selesai MEMBUNUH SELURUH PENDUDUK kota Ai di padang terbuka ke mana orang Israel mengejar mereka, dan orang-orang ini semuanya tewas oleh mata pedang SAMPAI ORANG YANG PEENGHABISAN,...

Yosua 10:28 Pada hari itu Yosua merebut Makeda dan kota itu dipukulnya dengan mata pedang, juga rajanya; kota itu dan SEMUA MAKHLUK yang ada di dalamnya DITUMPASNYA, tidak ada seorangpun yang dibiarkannya lolos,....

Yosua 10:35 Kota itu direbut mereka pada hari itu juga dan dipukul dengan mata pedang. SEMUA MAKHLUK yang ada di dalamnya DITUMPASNYA pada hari itu,..

Yosua 11:14 Segala barang dari kota-kota itu serta ternaknya telah DIJARAH orang Israel. Tetapi manusia SEMUANYA DIBUNUH mereka dengan mata pedang, sehingga orang-orang itu DIPUNAHKAN mereka. TIDAK ADA YG DITINGGALKAN HIDUP dari semua yang bernafas.

1 Samuel 22:19 Juga penduduk Nob, kota imam itu, DIBUNUH raja dengan mata pedang; laki-laki maupun PEREMPUAN, KANAK-KANAK maupun ANAK YANG MENYUSU, pula lembu, keledai dan domba DIBUNUHNYA dengan mata pedang.

Amos 9:4 Sekalipun mereka berjalan di depan musuhnya sebagai orang tawanan, Aku (TUHAN YESUS ?) akan MEMERINTAHKAN pedang untuk MEMBUNUH mereka di sana. Aku akan mengarahkan mata-Ku (mataTUHAN YESUS ?) kepada mereka UNTUK KECELAKAN dan bukan untuk keberuntungan mereka.""

Yeremia 51:40 Aku (TUHAN YESUS?) akan merebahkan mereka untuk DIBANTAI seperti anak-anak kambing, seperti domba-domba jantan dan kambing-kambing jantan.

Mengapa kitab suci ksiten penuh dengan kekerasan, pembantaian dan pembunuhan semua yang bernyawa ?  Ternyata isi ALKITAB  PERJANJIAN LAMA sangatlah mengerikan. Hal ini selalu dirahasiakan oleh pastur dan pendeta. Para pendeta dan pastur takut para jemaat tahu akan ajaran sebenarnya yang terdapat dalam alkitab, Kini terbukti sudah, bahwa ajaran cinta kasih dan damai dalam kristen bertolak belakang dengan isi kitab sucinya.",@khairachannel7711,2024-11-21T04:49:53Z,0
3864,Saya Muslim. Al Quran bukan pedoman sepanjang. Masa tergantung kasusnya dan asbabun nuzul dari ayat yang dijadikan referensi. 28:24,@BAGUSGUNAWAN1,2024-11-21T05:14:51Z,0
3865,"@@BAGUSGUNAWAN1 tiada daya dan upaya melainkan pertolongan Allah. Sedih gw lihat komenmu yg mengatakan Qur'an bukan pedoman

Ini akhir zaman , semoga Allah memberi hidayah kepada km",@ISLAM-DEFENDER-WINNER,2024-11-21T06:42:30Z,1
3866,"Bandingkan  dengan ajaran nenek moyang Nusantara... Asal muasal peradapan tercipta... Di mana nenek moyang Nusantara mengajar kan cinta ksh, menyayangi mahkluk hdp apapun, dan keselarasan dgn alam semesta... Mereka hanya mengenal Sang Pemilik hdp apapun penyebutan nya... Tp tdk memeranggi manusia mau menyebut Nama apa Tuhan nya... Dan bagaimana cara menyembah Tuhan nya.... Nenek moyang Nusantara jg banyak menciptakan  teknologi2 canggih yg nyari tanpa efek samping yg merugikan semua mahkluk hdp.... Walaupun nenek moyang kt di rumah sendiri terusir... Dgn di hancurkan patung2 yg di anggap menyembah setan. Pdhl tdk seperti itu.. Namun dgn ksh syg nya nenek moyang kt memberikan kesempatan kpd manusia ( islam) mewujudkan peradapan yg ber peradapan luhur dan makmur... Terhitung 500 tahun berlalu... 
Apakah fisi misi itu sdh tercapai?ataukah perang, dan carut marut yg terjadi? 
Jawaban nya kalian2 sendiri yg tahu",@LarasNyimas,2024-11-20T04:32:25Z,0
3867,"Jujurlah... mk akan kau kenali wadah2 iblis tersempurna, ular2 beludak tua yg dikultuskan untuk hidup tdk sesuai dgn ajaran kitabnya sendiri yg fix ber gen budak seks dgn keturunan bertulang lunak ahli maksiat manja yg bkln jd tumbal akibat mkn dr hsl hrm nya...✍😇💬Saatnya ungkap kultus2 iblis antek ASing dan TT yg mmg laknatullah dgn tldn hedon dan pemeras umat nya dewek....",@effendihong2196,2024-11-20T04:31:59Z,0
3868,Bacot,@yopieyonas6563,2024-11-20T04:31:55Z,0
3869,Jangan bahas beginian lah... Gak asik kalau gak th sejarahnya....,@almasypuama220,2024-11-20T04:31:04Z,0
3870,Agama didasarkan dengan kebohongan akan selalu menutupi kebohongan itu.....,@keylaayu1589,2024-11-20T04:30:48Z,0
3871,"Abad 7 itu sdh modern lo mbak, mosok ajarannya seperti itu",@SriRaharjohanri,2024-11-20T04:30:14Z,0
3872,islam PERANG HANYA saat diserang .. ITU BOHONG BESAR .. islam memang disebarkan dgn cara PERANG / BUNUH / PAKSA,@gagak3654,2024-11-20T04:29:25Z,1
3873,islam di ciptakan oleh Muhammad yg mengatasnamakan aullah swt. muhammad banyak mencontoh agama lain. Yg aneh adalah pembawa acaranya SUDAH Tahu KEBOHONGAN islam dan nabinya. Tapi masih beragama islam???,@erniheinze5993,2024-11-20T04:28:52Z,0
3874,"Jngn pernah membandingkan islam dengan agama lain ngak level kawan.. meski islam membolehkan berperang.. Tpi islam punya aturan.. Anak anak orang tua kafir jimmi, ngak bisa bunuh.. Jadi islam bkn dtang untuk berperang . Tpi islam yg di perangi mknya islam memerangi juga.. Klo kita tidk mempertahankan diri pasti kita mti sia sia.. Klo agama lain ngak punya aturan perang.. Di perjanjian lma di kitab oten yg kmu bnggakan. Bunuhlah smua anak anak, sapi lembu jngn smpi ada yang hidup.. Tuhan perjanjian lma dan baru mnurut oten Tuhan yang sama.. Jdi yg nyuru yesus ya... 😢 lebih sadis ya.. Baru tau aku",@GaluBegogo,2024-11-20T04:27:45Z,0
3875,"😂 hai,,,, amoi.....  Jawab saja dengan jujur pertanyaannya adi itu,Jangan malu-malu 😂 walau pahit, itulah obat😂",@liutashenrry2157,2024-11-20T04:27:12Z,1
3876,"Pahit apaan?? Itu jawabannya sangat mudah, dari perbandngan dari teks ( injil lebih paeahh.

Bahlan fakta bahwa seluruh penjajah beragama non muslik saja bisa mematahkan podcast ini. Juga PD 1 dan 2",@suararakyatofficial,2024-11-20T04:32:02Z,0
3877,"@suararakyatofficial  taks Injil yang mana yang dimaksudkan parah itu, contohnya ?",@liutashenrry2157,2024-11-20T04:44:45Z,1
3878,"Orang nekat yg ilmu agamanya masih dangkal, harusnya ada ulama yg paham sejarah Islam bersama mereka",@aganefomust9731,2024-11-20T04:27:10Z,0
3879,"Ngomongnya depan ust nurrudin, auto jadi mati kutu lu semua",@billkim976,2024-11-20T04:26:53Z,0
3880,"Mantap Mas Ade Arnando..Diskusiny,kl.boleh lbh.lg.membahasny lbh.Dalam..dgn.mengaitkan org.byk...
Si mbak ini sangat CERDAS....luar biasa...lbh.terbuka..
Pencerahan ini sangat baik..
Alquran..kan kitab yg tetap dipakai Ajaran Islam..dn bgmn.menyatakan kpd.umat islam bhw.ayat² yg tercantum kapir di Bunuh dn perangi...ini halal darahny..utk tdk dipakai/tdk.relevan..sbg.catatan sejarah..ttp.umat kan tdk.mengerti..BGMN.???
KASIHILAH MUSUMU DAN BERDOALAH ...artiny..spy.ada pertobatan...bkn.dgn.kekerasan",@ronaldpurba3419,2024-11-20T04:26:32Z,0
3881,"Semakin anda membahas soal Islam maka anda akan semakin tau keburukannya, sebaliknya semakin anda membahas soal Yesus Kristus maka anda akan semakin takjub kepada Nya,gak percaya?coba saja baca Alkitab,simak lah setiap perkataan Yesus Kristus,maka anda akan tau kasih yang sebenarnya.",@Mr.Jonh1983,2024-11-20T04:26:17Z,0
3882,Sembarangan klo ngomong... sapa yg bilang islam agama perang.. Justru islam yg di perangi oleh kapir kurais.. Klo ngak di prrangi ngak mungkin kita diam aja.. yesus ngak punya angkatan perang karena pada masa itu berbda konteks.. Gimna pada masa jmn yesus mau berperang ngak punya angktan perang.. Mkanya kata yesus jika di tmpr pipi knn bls pipi kiri😅.. Ya krna yesus ngak punya pawer... Ada lgi berjaga jagalah kat yesus.. Kpn mau nyerang ngak punya pasukan... Jdi klo kmu bilang islam agama perang itu terlalu picik pernyataan itu,@GaluBegogo,2024-11-20T04:26:17Z,0
3883,"islam juga kapir bagi kurais coy, ente bilang islam diserang kurais, di sisi lain islam jadikan mereka budak2 saat menang. yakin jadikan budak, mengambil perempuan2, menikahi bocil itu perintah yang maha kuasa? Jangan ente sangkal itu",@rayendramalau1243,2024-11-20T04:45:36Z,0
3884,Pada waktunya Kebenaran Sejati akan disingkapkan. Mana agama yang sungguh-sungguh dari TUHAN dan mana buatan manusia. Cara membedakannya dengan melihat ajaran dan rekam jejaknya. Bravo Bang Ade Armando,@dwministries49,2024-11-20T04:26:01Z,0
3885,"Ini bljr ilmu agama brdasarkan perspektif dan pandangan pribadi ya kyak gini...makanya belajar ilmu agama gk cukup baca buku,tp hrus ada guru atau yg mmbimbing..kalo gk ya kyak dua orang ini,narasi liar kmna2..",@gitarisdeso1943,2024-11-20T04:25:59Z,0
3886,"Apa yg Armando ungkapkan dlm diskusi ini, sangat benar karena banyak ayat yg mendukungnya, seperti Surah at-Taubah ay 29, dan An-Nisa ay 89 yg sebetulnya masih banyak lagi. Kumaila mengatakan Islam ajaran damai dengan menyodorkan ayat ""lakum dilukum wa liyadiin"". Itu betul ketika Islam inferior di Mekah. Tetapi begitu Muh hijrah ke Madinah, ayat yg muncul adlh seperti yg disebutkan. Jadilah org yg jujur.",@panusunansiregar9671,2024-11-20T04:25:27Z,0
3887,"😅wih serem wkwk
Buruan nonton sebelum diban🥶",@stevebat3608,2024-11-20T04:25:25Z,0
3888,Gini bgt nyari ad sense,@billkim976,2024-11-20T04:25:21Z,0
3889,Faktanya yang menjajah Indonesia beratus² tahun bukan Islam,@tautanhikmah,2024-11-20T04:25:19Z,0
3890,Sungguh Nekad kalian berdua..,@TheYongel,2024-11-20T04:25:15Z,0
3891,Potkes para penyepong barat😅😅😅. Udah pasti ga usah menutupi. Kami udah pada tau proyek penyepongan cokro tv di danai pihak siapa. Makin kuat nyepong Si Ade. Sampe dapat jatah mentri. 😅,@beenahl5716,2024-11-20T04:24:38Z,0
3892,Orang yang ga punya kapasitas koq malah membahas agama.. hadehhhhh,@Antarsa44,2024-11-20T04:23:57Z,0
3893,"KETAHUILAH....

1. NABI ISA AL-MASIH 

Dalam MENYAMPAIKAN AJARAN KEBENARAN, AJARAN2 ALLAH, dengan CARA MENGGURUI atau Memperlakukan Ummat PENGIKUTNYA Sebagai MURID atau Anak buah yg 12 Orang.

MURID2 PENGIKUT NABI ISA Menuntut SETIAP kali Terima AJARAN BISA di sediakan MAKANAN LEZAT Untuk Lebih konsen Dalam MENERIMA AJARAN2 ALLAH. Selain itu Juga pengobatan di SAAT sakit dll.

Ketika MENYAMPAIKAN AJARAN ALLAH SECARA terbuka di JALAN2 UMUM di PASAR2, dan Tempat KERAMAIAN, PETINGGI2 YAHUDI TERGGANGGU kepentingan Nya dan selanjutnya meng KRIMINALISASI Untuk di ADILI DI HUKUM MATI DAN DI SALIB.

MURID2 PENGIKUT Nya TIDAK MEMBANTU MENYELAMATKAN NABI ISA, Bahkan ADA yg berkhianat dan Jadi INFORMAN BAYARAN Untuk memberi tahu di mana keberadaan NABI ISA. Tetapi Atas KUASA ALLAH NABI ISA di SELAMAT kan dengan Cara KEHENDAK KUASA nya, dan MURID pengkhianat jadi TUMBAL PENGGANTI yg MENERIMA HUKUMAN MATI Dan di SALIB.

2. NABI MUHAMMAD SAW....

Dalam MENYAMPAIKAN AJARAN KEBENARAN AJARAN2 KEBENARAN dengan CARA memperlakukan Ummat PENGIKUT nya sebagai MITRA TEMAN SAHABAT yg ber ke SETARA an.

Bagi yg MENOLAK MEMBULLY MEMUSUHI BAHKAN BERUSAHA UNTUK MEMBUNUH nya dengan meng KRIMINALISASI nya, 
Nabi Muhammad Saw di BANTU OLEH ALLAH Melalui Teman SAHABAT nya, sehingga JADILAH yg NAMANYA ""PERANG"".

3. SEKARANG PUN, ORANG2 yg MENYAMPAIKAN AJARAN KEBENARAN, Tetapi BER PAMRIH yg di KRIMINALISASI dan Masuk penjara.

NABI MUHAMMAD SAW, menyempurnakan AJARAN ALLAH yg Sudah di Sampaikan Oleh NABI ISA dengan CARA ke SETARA AN, TEMAN SAHABAT. Karena NABI ISA Belum sempat menikah berumah Tangga Sebagai MANUSIA biasa Juga, memerlukan Untuk mengayomi MURID nya.

SEKARANG pun Banyak Orang yg paruh baya Belum menikah berumah tangga Karena berbagai alasan, BISA Banyak tanggungan keluarga, BISA Belum Ada pekerjaan yg mapan, BISA PERNAH kecewa, BISA Karena sakit dsb, tetapi Masih Ada Ke INGINAN Untuk menikah berumah Tangga Sebagai MANUSIA normal. BILA sengaja TIDAK menikah itu sangat KELIRU dan SALAH",@Muhamadsiroj-r4n,2024-11-20T04:23:36Z,0
3894,Faktanya aja masih banyak yg menyangkal,@yuliuswinarta3351,2024-11-20T04:22:39Z,0
3895,"Betapa pun umatnya mengatakannya sbg agama damai, tapi tetap sulit mengingkari atau menutupinya. Fakta hari ini pun kita liat betapa sebagian besar umatnya gemar sekali berkelahi dan cari musuh. Bahkan belakang ada seruan lagi utk mengasah pedang, yg sebelumnya juga ada seruan memenggal kepala siapa saja yg membela Jokowi. Bukti mana lagi yg masih kalian dustakan? Praktik spt itu sebetulnya bukan agama tapi ideologi, bahkan boleh jadi ideologi penjajahan (lewat spiritual).",@matahati4743,2024-11-20T04:22:29Z,0
3896,Banyak orang islam yg lebih baik dari agamanya.,@krisanto7575,2024-11-20T04:22:29Z,0
3897,Jangan lupaa Muhammad itu pedofil nikah bocil aisyah 6 tahun😂😂,@ikanlele6155,2024-11-20T04:22:21Z,0
3898,alkoran JELAS Ajarkan PERANGI / BUNUH kafir,@gagak3654,2024-11-20T04:22:11Z,0
3899,"7:01 nggak usah bawa2 Yesus, kamu nggak tau apa2, Ade Goblok! Baca nih Lukas19:27 Akan tetapi semua seteruku ini, yang tidak suka aku menjadi rajanya, bawalah mereka ke mari dan B*NUHLAH mereka di depan mataku. 

Matius 10:34 Kata Yesus ""..Aku datang bukan untuk membawa damai, melainkan pedang"".",@ragilseptianto5623,2024-11-20T04:21:05Z,0
3900,"1. Ayat lukas 19:27 itu 
Kalo kamu baca 
Ada tulisan
“Perumpamaan tentang uang mina” berarti ayat tersebut 
Adala sebuah perumpamaan…

Kedua ayat pedang

Pedang yang dimaksud adalah pedang pemisah antara orang percaya dan tidak percaya…

Kalau merujuk pada konteks sebelumya  
Yesus berkata

Lihat aku mengutus kamu seperti domba ke tengah serigala…
Lalu di ayat selanjutnya

Musuh orang ialah seisei rumahnyya

Artinya kalau ada masuk kristen di satu keluarga
Pastilah keluarga yang belum memeluk kristen
Akan membencinya

Itulah yang dimaksud pedang

Yuk besok besok jangan cherrypicking🤗🤗",@joshdanlife,2024-11-20T16:40:57Z,0
3901,"@@joshdanlife nggak usah ngajarin saya bro, saya baca bibel mu gak sekali dua kali dan saya baca tafsirnya juga. Daripada saya tulis panjang lebar di sini mending kamu buka sendiri tafsir ayat itu(di alkitab.sabda dari Matthew Henry) trus baca sendiri sampe sadar bahwa ajaranmu nggak sekasih itu 😂  Nih salah satu kutipan nya ""...ketika pembalasan dendam dijalankan ke atas orang-orang yang memusuhi Kristus dan pemerintahan-Nya, yakni orang-orang yang tidak bisa diperdamaikan. Mereka akan dibawa ke hadapan-nya dan dibunuh di depan mata-nya!""  😱😱😱",@ragilseptianto5623,2024-11-21T00:36:51Z,0
3902,Cerdas dan pemberani,@TrisnoTkd-u9o,2024-11-20T04:20:54Z,0
3903,"2 orang ini ibarat karyawan yang jelek2in tempat kerjanya, jelek2in bosnya tapi kaga resign2. Yang ada malah jadi virus sama rekan kerjanya buat ngompor2in jelekin2 jg. Kocak emang ini karyawan.  😂",@firdaussalam7309,2024-11-20T04:20:23Z,0
3904,"Belajar Alquran sampe S2 katanya, tapi tidak bisa memahami ayat-ayat Alquran berkaitan dg perang. Sangat buruk pemahaman Al-Qur'an dalam konteks sejarah. Tidak ada perintah perang kecuali dalam kondisi terdesak, membela diri, melindungi umat, mengusir umat Islam. Ketika kondisi ini terjadi, maka Perang adalah bentuk jihad yg harus dijalankan.",@BungaNeraka-ct2uj,2024-11-20T04:19:58Z,0
3905,"Bu,Firman Tuhan Allah orang Yahudi dan Kristen KEKAL bukan mengikuti jaman makanya ada PL dan PB yang di PL adalah Nubuatan dan keadaan manusia pada jamannya PB adalah Penggenapan yaitu Firman menjadi Manusia namanya Tuhan Yesus yang mengajarkan Kasihilah Tuhan Allah segenap hati mu dan segenap akal budimu dan Kasihilah sesama mu seperti diri mu sendiri dan Kasihilah musu mu dan dengar Firman Tuhan Allah dan lakukan dalam hidup kita karna ajaran Tuhan Yesus atau Firman Allah Bapa di Sorga yang menjadi Manusia namanya Tuhan Yesus adalah dari Sorga bukan ajaran Dunia kalau kita lihat ajaran Islam hampir semua ajaran Dunia jadi Allah Kristen dan Allah Islam BEDA !",@siparendean1111,2024-11-20T04:19:21Z,0
3906,Salut dengan keberaniannya untuk menyampaikan kebenaran walau masih ada keraguan mengungkapkan secara utuh.,@wayansupatra2975,2024-11-20T04:19:08Z,0
3907,Di Islam perang ada aturan nya jangan membunuh anak kecil jangan membunuh orang 2 yang udah tak berdaya. Islam itu adil .klw orang kapir main babt aj. Klw perang.,@AsepAsep-k3d,2024-11-20T04:19:07Z,0
3908,"Cuman pertanyaanya TKW yg dikirim ke Arab Saudi kok pulang banyak yg hamil?
Shg pemerintah menghentikan pengiriman TKW ke Arab Saudi ....",@sumartono2946,2024-11-20T04:18:56Z,0
3909,"Pake hati nurani mu ,buka hati terima Yesus sebagai Tuhan dan Juruselamat. Hatimu akan terasa damai dg Tuhan dan sesama. Scr fakta Yesus memang mengajarkan damai bkn berperang dg sesama. 🤔",@BambangHandojo,2024-11-20T04:18:27Z,0
3910,"jadi terbayang, jahiliyah bngsa arab jaman dulu,... nah.. sekarang gmn nih?",@xxyz7015,2024-11-20T04:18:26Z,0
3911,"Sy rutin nonton video CHRISTIAN PRINCE , SAM SHAMOUN , DAVID WOOD di youtube , sangat bagus utk menambah pengetahuan & sbg pembanding  , tonton dgn kepala dingin  , yg di sampaikan mbak Kumaila blm lengkap  , dia gak berani  , ada yg di tutup2i",@halimpranata5064,2024-11-20T04:17:58Z,0
3912,"😮Anda berdua cerdas,namun nekadd😢😢",@ownerram4788,2024-11-20T04:17:33Z,0
3913,logika kumaila yang konyol.,@bowospriyo1449,2024-11-20T04:17:27Z,0
3914,Maaf..jawaban mbak itu menurut saya di depan A di belakang B..masa ada isi kitab kadaluarsa? Baru tau saya.,@manaparkura-kuraninja866,2024-11-20T04:16:39Z,0
3915,Katanya islam datang utk MENYEMPURNAKAN agama sebelumnya .. Walaah .. BOHONG,@gagak3654,2024-11-20T04:15:39Z,1
3916,"Hati hati mb kumaila
Jebebasan berfikir
Dengan kepatuhan berfikir... Beda jauh.",@arifinkudus4288,2024-11-20T04:15:05Z,0
3917,"Bahas masalah hukum perang sambil diam di indonesia, coba  pindah ke palestina 1 tahun aja.",@hanzugo,2024-11-20T04:13:13Z,0
3918,"Seharusnya agama itu mengharamkan peperangan dan mewajibkan perdamaian tapi agama Arab beda, makanya sampai sekarang hampir semua negara Arab gak pernah berhenti berperang karena ada ajaran dan juga memang udah watak orang Arab hobi berperang. Jangan karena fanatik agama otak anda jadi jungkir balik",@Manusia_biasa88422,2024-11-20T04:13:06Z,0
3919,islam disebarkan dgn cara PERANG / BUNUH / PAKSA,@gagak3654,2024-11-20T04:12:50Z,0
3920,Islam itu menerang orang memeranginya contoh orang lain memerangi negara kita apakah kita mau biarkan saja hancncur negarah kita manah martabab kita,@ArsadRaman,2024-11-20T04:12:08Z,0
3921,"harusnya org islam bisa brpikir masuk logika ketika ada ayat ""bunuhlah/perangilah org kafir"" nah konsep jaman skrang ya ajaklah mreka masuk agama islam dgn cara yg baik bukan dgan bunuh2an scra brutal. tpi mengajak dgn baik2 hrusnya logikanya jgan ktemu ayam tntang perang oo harus perang2 fisik gitu.",@betut04,2024-11-20T04:11:59Z,0
3922,Kalau krlear Islam tak noluh tinggal di Indonesia kalau msukk di Indonesta,@isaskarganang1068,2024-11-20T04:11:35Z,0
3923,Ngeri.... Yg dibicarakan bukan ilmunya.,@arifinkudus4288,2024-11-20T04:11:14Z,0
3924,"Kayaknya banyak umat Islam yg belum tahu..
Inilah etika, perintah larangan Rasulullah dalam berperang:
1. Tidak boleh membunuh wanita.
2. Tidak boleh menebang pohon.
3. Tidak boleh membunuh anak kecil.
4. Tidak boleh membunuh pasien yang sedang sakit.
5. Tidak boleh membunuh orang tua.
6. Tidak boleh menyiksa.
7.  Tidak boleh membunuh pendeta/pemuka agama.
8. Tidak boleh menghancurkan rumah Ibadah.
9. Tidak boleh semena-mena kepada korban yg sdh meninggal.
10. Tidak boleh membunuh hewan ternak kecuali untuk dimakan.
11. Penuhi perjanjian.
12. Perlakukan tawanan dgn baik.
13. Jangan memaksa musuh untuk masuk Islam.
14. Jangan menyerang musuh yg menyerah.

Coba bandingkan dengan kaum kafirun ketika berperang..
Mereka membunuh siapa saja, ndak pandang bulu..
Bahkan banyak wanitanya yg diperkosa..",@fadjaruddinbinsaid7762,2024-11-20T04:10:32Z,0
3925,"YG NILAI ORANG KAFIR ATAU TIDAK ITU TUHAN SENDIRI BUKAN MANUSIA, KARENA TUHAN PUNYA KEBIJAKSANAANNYA SENDIRI, KALO SALING MENGKAFIRKAN BUNUH, MANUSIA DI BUMI BISA HABIS. Kayak di timur tengah",@Joseph-m4v3x,2024-11-20T04:10:08Z,0
3926,"Muslim menurut Fahri Hamzah:
1. Cepat diajak memberontak.
2. Susah diajak bernegara.
3. Menjadikan Al'Quran sbagai imamunah dan menutup semua perintah dan aturan manusia agar tidak terjadi fitnah, maka umat muslim akan siap sedia berperang tanpa berpikir panjang.",@mohajing5862,2024-11-20T04:09:40Z,0
3927,https://youtu.be/XoqYzXXYQi4?si=Qek7CJbJyAB59qlS,@luckyone0000,2024-11-20T04:09:18Z,0
3928,"Kumaila mengarang cerita berdasarkan sejarah & fakta krn harus membuat jaman itu menjadi pembenaran, perang selalu terjadi sepanjang masa bahkan sekarang msh terjadi spt PD1, PD2 dan perang suku di papua, afrika dll. Sdh ribuan tahun yang lalu ada negara2 dalam bentuk kerajaan spt Yunani, Mesir, Babilonia, Romawi...hehehe...Kumaila, jgn lakukan pembenaran tetapi terimalah kebenaran...",@VIPShop-vg8mp,2024-11-20T04:09:13Z,0
3929,"YESUS PERNAH  NYURUH BELI PEDANG.

YESUS PENGIKUTNYA SEDIKIT, JIKA PENGIKUTNYA BANYAK PASTI PERANG KARENA YESUS PERNAH NYURUH BELI PEDANG.

YESUS HANYA 3 TAHUN MENJADI NABI, JIKA WAKTUNYA PANJANG PASTI PENGIKUTI YESUS TIDAK BOLEH MATI PASTI DI SURUH BELI PEDANG OLEH YESUS......",@hadisiswanto3604,2024-11-20T04:09:02Z,1
3930,?,@hadisiswanto3604,2024-11-20T04:09:51Z,0
3931,.,@hadisiswanto3604,2024-11-20T04:10:23Z,0
3932,Mba otak mu di mana???? Kitap kaladuarsa kok masih dijadikan pedoman hidup. YESUS dalam menyebarkan ajarannya juga banyak ditentang tapi gak tertulis dalam Alkitap perangi yg menentng😅. Agama BUDHA juga ditentang oleh byk org tapi di Tripitaka gak ada perangi yg menentang ajaran kita. Apalagi Nabi Muhammad mengumpulkan jizyah dr kafir😅. Bayangi hidup jadi kafir di zaman itu😅. Jgn terulang lagi lah😅 😅,@ivonhiero1676,2024-11-20T04:08:55Z,0
3933,"Org Israel pake Taurat ,org Kristen pake Injil. Org Israel majority tdk percaya Yesus sbg Juruslamat, jd mrk beda jgn samakan.",@BambangHandojo,2024-11-20T04:08:16Z,0
3934,Si cewek saya ikuti sudan blunder ....perlu belajar sejarah....yg benar ternyata yg semula saya nilai dia anak cerdas ternyata nggak .....dia punya prinsip fleksibelitas agama dan sejarah....wawasan sejarahnya juga masih minim,@anicetussurono3606,2024-11-20T04:08:00Z,0
3935,"Katanya Alquran kitab yg sempurna, tp kok ada firman yg SDH tak relevan, perlu di uji LG firman itu dibikin manusia apa dr olloh....",@tonoallnes,2024-11-20T04:07:47Z,0
3936,Bhuahahahhahahaa lucu melihat dua orang bodoh tapi sok tau dan sok berilmu,@kebenaranislam6977,2024-11-20T04:07:47Z,0
3937,"Lu silahkan ngomong apapun yg ada dibatok kepala, yang jelas aku tidak akan pernah menjadi penyembah apa yang kamu sembah, dan kamupun tidak akan pernah menjadi penyembah apa yang aku sembah, untukmu agamamu, dan untukku agamaku",@setyonowibowo5713,2024-11-20T04:07:19Z,0
3938,Kalau baca ayat jangan setengah setengah..baca keseluruhan agar gak gagal paham,@kebenaranislam6977,2024-11-20T04:06:28Z,0
