,author,published_at,comment,like,en_comment
1395,@waldywalis2224,2024-06-17T12:55:32Z,Lol..ngak paham ya Jawa sentris,0,Lol..don't understand Javanese centric huh?
1396,@ViperMerah-dl4ji,2024-06-17T12:51:36Z,Rezim tuli kritikan,0,The regime is deaf to criticism
1397,@yaminyamank,2024-06-17T12:30:23Z,Mukidi.. Esemka goib.. Ikn ngotot sendiri.. Sok ambisi 17 agustusan di ikn.. 😂😂😂,0,Mukidi.. Esemka is invisible.. Ikn is stubborn.. Pretending to be ambitious for August 17th in IKN.. 😂😂😂
1398,@arielroti,2024-06-17T12:18:45Z,"Inilah dua orang yg menjual harga dirinya dgn statement nya  ""Asian value"" !!murahan kali harga kalian dgn menjual statement itu cuy!!",0,"These are two people who sell their self-esteem with their statement ""Asian value""!! Your price is cheap by selling that statement, dude!!"
1399,@domba-awam,2024-06-17T12:13:22Z,"Kalo Program IKN dibatalkan oleh alasan kepentingan Indonesia bag barat, Mk Kalimantan, Sulawesi, Ambon, Ternate,Papua, NTT, NTB, Bali akan Merdeka sendiri.",0,"If the IKN Program is canceled for reasons of Indonesia's interests in the West, Kalimantan, Sulawesi, Ambon, Ternate, Papua, NTT, NTB, Bali will become independent."
1400,@sobikan8132,2024-06-17T12:12:48Z,"ngabalin mulai muncul..😂😂😂😂
ngeri kali sengkuni ini",0,"ngabalin starts to appear..😂😂😂😂
this sengkuni is scary"
1401,@rewind7503,2024-06-17T12:12:48Z,Ngapain omongan si ngibulin ini di dengar yg pakta dilapangan masih berantakan dan pasti untuk biaya transportasai serta akomydasi dr jkt IKN pasti 100 san M sementara rakyat makin susah,0,Why listen to this liar's words when the pact in the field is still in disarray and the transportation and accommodation costs from Jakarta to the IKN will definitely be 100 million while the people are having more and more difficulties?
1402,@mustakim9723,2024-06-17T12:12:45Z,AMBISI BU WIWI.MEMAKSAKAN DIRI GARA2 MAU PAKE KEBAYA YG BARU DI BELI. BUAT ACARA 17 AGUSTUZ.CAPEK DEH,0,MRS. WIWI'S AMBITION. FORCING HERSELF BECAUSE OF WEARING A NEW KEBAYA. FOR AN EVENT ON AUGUST 17TH. SO TIRED
1403,@domba-awam,2024-06-17T12:08:39Z,Coba sekali2 ambil narasumber tokoh dari Indonesia Timur.. jangan hy orang2 dr Jakarta yg sudah mapan.. biar tau perasaan orang yg tinggal di daerah tertinggal,3,Try to get sources from figures from Eastern Indonesia once in a while... not just people from Jakarta who are already established... so you know how people who live in remote areas feel.
1404,@rewind7503,2024-06-17T12:07:25Z,"Gub Kaltim nyatakan bl ngga setuju pemb IKN cepat mati, tp insyaAllah setelah setelah Jokowi lengaer kita buktikan siapa yg mati",0,"The Governor of East Kalimantan stated that he did not agree that the IKN development would die quickly, but God willing, after Jokowi recoils, we will prove who died."
1405,@heziduhuharefa3664,2024-06-17T11:49:47Z,"Menjungkirbalikkan peradaban, dari tertib hukum bisa diperkosa hukum dari beretika jadi tidak punya ETIKA dulu punya MORAL yg tinggi, sekarang hilang MORAL pemerintahan apa yg dibanggakan 😢😢😢😢😢😢",0,"Turning civilization upside down, from being orderly to being raped by law, from being ethical to having no ETHICS, previously having high MORALS, now MORALS are gone, what government is there to be proud of 😢😢😢😢😢"
1406,@hssudaryanto2567,2024-06-17T11:36:57Z,Ngabalin udah berada di ujung kekuasaan dan tidak merasakan dan menutup matA hati ttg kesengsaraan rakyat sedang melanda mereka,0,Ngabalin was already at the end of his power and did not feel and closed his eyes to the misery that was befalling the people.
1407,@n_noor.,2024-06-17T11:25:32Z,"Indonesia banyak org pintar, tapi yg masih perlu diperbaiki ialah masalah korupsi, rasuah tak henti2.penyakit ini harus dihentikan pasti indonesia pasti maju,bapak presiden sekarang banuak kasus korupsi berlaku",0,"Indonesia has a lot of smart people, but what still needs to be fixed is the problem of corruption, the corruption never stops. This disease must be stopped. Indonesia will definitely progress, Mr President, there are now lots of corruption cases going on."
1408,@CDGAbdi,2024-06-17T10:41:14Z,"BAHARU BBRP DETIK VIDEO INI BERJLN SDH TERSIRAT INI  MENGKAMPANYE CAGUB JKT.
USUL SY JADILAJ RASIONAL ETIS KRN MEMASANG CAGUB YG SDH TERSIAR SCR UMUM SBGI PEMBOHONG INI AKAN SIA2",0,"NEW BBRP THIS VIDEO IS IMPOSEDLY CAMPAIGNING FOR THE JKT CAGUB.
I PROPOSED A RATIONAL ETHICAL SCHEDULE BECAUSE PUTTING THE CAGUB THAT HAS BEEN PUBLICLY PUBLISHED BY THESE LIARS WILL BE IN VALUABLE"
1409,@hssudaryanto2567,2024-06-17T10:39:51Z,Jadi UU Otonomi daerah tidak berlaku lagi dong,0,"So the Regional Autonomy Law is no longer valid, right?"
1410,@sulichen-ps3dg,2024-06-17T10:15:02Z,Ini presiden keras hrs upacara di IKN. Biar ke simpen memori unt di kenang y kwkwkww,0,"This president is strict about having a ceremony at the IKN. So that it can be saved as a memory to be remembered, kwkwkww"
1411,@sulichen-ps3dg,2024-06-17T10:13:31Z,Jangan gitu bang … bpk anis tdk takut . Saingi sj dg apa cara mu bang . Gak usah rekuis kaya gitu lah . Busuk bener hatimu,0,Don't be like that bro... Mr. Anis is not afraid. Just compete with whatever you can bro. No need to requise like that. Your heart is really rotten
1412,@mamahdedew,2024-06-17T10:11:07Z,"saya sedang kena asam lambung, dengar ngibulin ngomong tambah mual",0,"I have acid reflux, hearing bullshit makes me feel even more nauseous"
1413,@zulkarnainmannaroy2899,2024-06-17T09:54:06Z,Sy mencium penjelasan : masa transisi tapi bunyinya sumbang dan baunya sangat busuk & menjijikkan krn berisi ketidak jujuran dan KEBOHONGAN BESAR,0,I smell the explanation: transition period but it sounds dissonant and the smell is very bad & disgusting because it contains dishonesty and BIG LIES
1414,@isninariyani2674,2024-06-17T09:44:09Z,"Korupsi gak papa yg penting happy,human right,asian value ..duh gk bisa lupaaa ma 2 host itu 😱",3,"Corruption is okay the important thing is happy, human right, asian value .. duh can not forget ma 2 host it 😱"
1415,@FarkhanKhan-q5h,2024-06-17T09:33:49Z,memang aneh program ini,0,this program is really strange
1416,@syahrulbelpas3876,2024-06-17T09:01:48Z,"Jokowi ini bkn manusia Cerdas tapi Licik, gimana caranya Upacara 17 Agustus 2024 ada di IKN dan ada di Jkt.??? Emang 17 Agustus hari biasa-biasa saja dan sederhana.??? Masyarakat yg bodohlah yg percaya omongan Jokowi.!!!",0,"Jokowi is not a smart person but a cunning one, how can the August 17, 2024 ceremony be in the IKN and in Jakarta.??? Is August 17 really just an ordinary and simple day.??? It is the stupid people who believe Jokowi's words.!!!"
1417,@jaisnahdi8757,2024-06-17T08:59:35Z,"Ngabalin gagal nyaleg, skrg mau lompat lagi.. Hehehe.. Sdh gak laku..",0,"Ngabalin failed to run for office, now he wants to jump again.. Hehehe.. It's no longer valid.."
1418,@arriecool5838,2024-06-17T08:47:21Z,CNN kok bisa ya undang Ngibulin yang menyesatkan .. pengen muntah 🤮,0,How could CNN invite someone to mislead and deceive... I want to vomit 🤮
1419,@YSugonzo,2024-06-17T08:10:11Z,Semoga geisz califah ini di beri umur yg panjang agar rekaman video ini bisa di putar  10 sampai 15 tahun kedepan dan ini menjadikan anak cucu kita sadar betapa orang keturunan yaman ini adalah perongrong negara ini ..,0,"Hopefully, this caliph geisz will be given a long life so that this video recording can be played in the next 10 to 15 years and this will make our children and grandchildren aware of how these Yemeni descendants are undermining this country."
1420,@wawansetiawan-yv2qx,2024-06-17T08:09:13Z,"Ngibulin penzilat ngomongnya ragu ragu dan hati hati karna tidak sesuai dgan hati nurani,karna tuan nya hbs kekuasan nya,",0,"Fooling the cheater, he speaks hesitantly and carefully because it is not in accordance with his conscience, because his master has lost his power,"
1421,@soewiryowiryo4082,2024-06-17T07:57:04Z,Pada pemerintahan Jokowi pembangunan besar besaran ngga mungkin di lakukan pemerintah seblm.karena pembangunan di Indonesia klu ngga di genjot pasti makrak pada masa era pemerintahan sblmnya . kebiasaan kerja santai ngga ada ujungnya trus makrak pantesan di pandang dunia bangsa yang santai .di tangan presiden Jokowi di genjot sedemikian rupa biar rampung banyak yg kedodoran memang tpi di pantau langsung oleh presiden Jokowi . masalah  pemimpin IKN mendingan mundur dari pada di copot toh akhirnya dikasih jabatan baru.,0,"During Jokowi's administration, large-scale development was impossible to be carried out by the previous government. Because development in Indonesia, if not accelerated, would have collapsed during the previous administration. The habit of relaxed work has no end and continues to collapse, no wonder the world views it as a relaxed nation. In the hands of President Jokowi, it was accelerated in such a way that many things were completed, but it was monitored directly by President Jokowi. The problem of the IKN leader is better to resign than to be removed, because in the end he was given a new position."
1422,@suhartonowijaya7303,2024-06-17T07:50:37Z,49:33 jilat terus si Anies sampe jadi Komisaris lagi 😂😂😂,0,49:33 keep licking Anies until he becomes a Commissioner again 😂😂😂
1423,@joharimohdsalleh457,2024-06-17T07:33:05Z,"IKN : Ibukota Koruptor Nepotism 
Boleh mangkrak...utang luar bertambah
Dana APBN..BUMN..TAPERA
Rakyat asal &  adat diusir...tanpa pembelaan adil
Chindo & Tiongkok China diberi keistimewaan
Balak di tebang milik siapa?
Komisin jualan tanah/lahan siapa terima? 
Sejarah pasti tertulis...korupsi & nepotism
Pembangunan  IKN untuk siapa??? 
Sampei bila rakyat bawahan harus ditipu...
Rakyat makin jauh dalam kemiskinan & derita 😢😢😢",0,"IKN: The Capital of Corruption and Nepotism
May be stalled...external debt increases
APBN Funds..BUMN..TAPERA
The original & indigenous people were evicted...without fair defense
Chindo & Cina China were given privileges
Whose timber is being cut down?
Who received the commission for selling land/plots?
History must be written...corruption & nepotism
Who is the IKN development for???
To the point where the lower classes have to be cheated...
The people are increasingly in poverty & suffering 😢😢😢"
1424,@jumbo772,2024-06-17T07:17:50Z,"Ngabalin suruh tinggal di ikn skrg
Jgn byk cingcong",0,"Ngabalin told me to stay at the icon now
Don't talk too much"
1425,@CM-Saham,2024-06-17T07:06:40Z,"sbnrnya jika jokowi dan pemerintah terkait membatalkan pembangunan IKN krn ekonomi dunia berubah, sy bs terima loh...

krn ekonomi dunia byk berubah jd Indonesia kena dampak.

tp klo dipaksakan sampe berdampak ke rakyat yg ikut nanggung juga.. ya itu lah tanggung jwb 58% 😅",0,"Actually, if Jokowi and the related government cancel the development of the IKN because the world economy has changed, I can accept it...

because the world economy has changed a lot so Indonesia is affected.

but if it is forced to the point of having an impact on the people who also have to bear the burden.. well that's 58% responsibility 😅"
1426,@zanuarharianto783,2024-06-17T07:04:15Z,Ngabalin Terdepan Ngibulin👍😎,0,Ngabalin is the foremost in deceiving👍😎
1427,@ahmadlitti2268,2024-06-17T07:02:46Z,Al Kazzab,0,Al Kazzab
1428,@ZaraUmayy,2024-06-17T06:49:12Z,omon omon 😂😂😂,0,safe safe 😂😂😂
1429,@David-m2k4x,2024-06-17T06:48:49Z,"Pak ngabalin ini orang timur, ya...",0,"Mr. Gbagalin, this is an Easterner, right..."
1430,@IwanSatau,2024-06-17T06:48:18Z,"Geis tu meniru roky gerung,,tp gk cocok gk nyambung kata2 dn responya..,orang sprti itu gk bisa bangun bangsa...",1,"Geis imitated Roky Gerung, but his words and responses didn't match. People like that can't build a nation..."
1431,@SlametPriyono-g5t,2024-06-17T06:37:19Z,Kata tempo: prabowo angot-angotan untuk pindah ke IKN,0,Tempo says: Prabowo is a part of the effort to move to the IKN
1432,@satriazikri3995,2024-06-17T06:34:11Z,ngabalin ujung tombaknya grub tukang ngibulin.,0,ngabalin spearhead group of liars.
1433,@ahmadlitti2268,2024-06-17T06:33:01Z,Terlalu banyak bohong,0,Too many lies
1434,@sahalaaritonang-xi5zu,2024-06-17T06:29:18Z,"NKRI sdh salah urus sejak rezim Soeharto, bayangkan 32 th mrk menari2 di atas penderitaan rakyat. Soeharto pencetak Raja2 Sawit, Raja2 Beton dll Rakyat menderita terussss 78 th kita sdh menjadi budak dibuat pemimpin yg kurang bijak. Di Kota Medan  sdh brp Gubernur tdk mampu menghambat gurita mereka. Kita penonton sj.  Megawati menjual Indosat, SBY Mangkrak Hambalang Joko Widodo bakal Mangkrak IKN jd apa yg mau diharapkan dari negara rakyat masih miskin terus.  Sen, 17 Juni 24",0,"The Republic of Indonesia has been mismanaged since the Soeharto regime, imagine 32 years of them dancing on the suffering of the people. Soeharto created the Palm Oil Kings, Concrete Kings, etc. The people have suffered continuously for 78 years, we have become slaves made by leaders who are not wise enough. In the city of Medan, several governors have been unable to stop their octopuses. We're just spectators.  Megawati sells Indosat, SBY disbands Hambalang Joko Widodo will disband IKN so what can be expected from a country whose people are still poor.  Mon, 17 June 24"
1435,@murady7506,2024-06-17T06:27:35Z,Pak ngabalin ini lebih indentik dg abubawa di era raja Harun al rasyid,0,Mr. Ngabalin is more identical to Abubawa in the era of King Harun al Rasyid
1436,@murdjiharjoko4244,2024-06-17T06:10:09Z,Muak melihatmu lin ngibulin,0,Sick of seeing you fool around
1437,@andiwinarno6616,2024-06-17T05:42:44Z,Realistis upacara 17 agustus adalah langkah awal atau simbul perpindahan ibu kota jangan berharap sudah ramai seperti kota besar butuh proses,0,"Realistically, the August 17th ceremony is the first step or symbol of the capital city's relocation. Don't expect it to be as busy as a big city. It needs a process."
1438,@dewapanca7749,2024-06-17T05:26:14Z,Ya presiden di pilih dpr..kan dpr yg buat regulasi😂😂😂,0,"Yes, the president is elected by the DPR...it's the DPR that makes regulations😂😂😂"
1439,@takpuas2x980,2024-06-17T05:24:56Z,asuan peliyu senggol tongg,0,the curse of the peliyu senggol tong
1440,@heriantosoetikno6538,2024-06-17T05:19:06Z,Geis dan Ngabalin sama2 jago ngomong... Geis sangat anis... padahal hasil akhir APBD DKI 5thn gak jadi apa2,0,Geis and Ngabalin are both good at talking... Geis is very talkative... even though the final result of the 5-year DKI Regional Budget is nothing.
1441,@samsudin7534,2024-06-17T05:16:59Z,Cocote mencla mencle,0,Cocote mencla mencle
1442,@jadulkpalabatu5499,2024-06-17T04:58:25Z,"S U B V E R S I F
^^^^^^^^^^^^^^^^^^

JAM BERAPA ABRI MANUNGGAL BERSAMA DAULAT RAKYAT KAWAL DAULAT KESATUAN PERSATUAN MERDEKA DIRI BERBANGSA NASIONAL SABANG MERAUKE BANGSA PASAL 33 UUD 1945-9999.

DANA UMAT AGAMA SENASIONAL DIPAKE UNTUK IKN...

PKI OH PKI

KMANA SENJATA2 YG DIBELI NEGARA UNTUK TEMBAK MATI GEROMBOLAN PKI YG ADA DI DALAM RUMAH KONSTITUSI.

MUSUH NYATA NYATA MUSUH BANGSA NEGARA INDONESIA DI BAWAH BENDERA REVOLUSI itu CUMA ada satu MUSUH 
yakni:

1.PKI (Penghianat Konstitusi Indonesia).

PKI yg nyata Sesungguhnya PKI ialah PKI (Penghianat Konstitusi Indonesia )

LOH....LOH...LOH...

DANA UMAT AGAMS SENASIONAL DIPAKE UNTUK IKN...

PKI OH PKI

KMANA SENJATA2 YG DIBELI NEGARA UNTUK TEMBAK MATI GEROMBOLAN PKI YG ADA DI DALAM RUMAH KONSTITUSI.

MUSUH NYATA NYATA MUSUH BANGSA NEGARA INDONESIA DI BAWAH BENDERA REVOLUSI itu CUMA ada satu MUSUH 
yakni:

1.PKI (Penghianat Konstitusi Indonesia).

PKI yg nyata Sesungguhnya PKI ialah PKI (Penghianat Konstitusi Indonesia )",0,"S U B V E R S I F
^^^^^^^^^^^^^^^^^^

WHAT TIME WILL ABRI BE UNITED WITH THE PEOPLE'S SOVEREIGNTY, GUARDING THE SOVEREIGNTY OF THE UNITY, INDEPENDENCE, NATIONAL SABANG MERAUKE, NATION, ARTICLE 33 OF THE 1945-9999 UUD.

SENSATIONAL RELIGIOUS FUNDS USED FOR THE IKN...

PKI OH PKI

WHERE ARE THE WEAPONS PURCHASED BY THE COUNTRY TO SHOOTING DEAD THE PKI MOB IN THE CONSTITUTION HOUSE.

THE REAL ENEMY THE REAL ENEMY OF THE INDONESIAN NATION UNDER THE FLAG OF THE REVOLUTION, there is ONLY one ENEMY, namely:

1. PKI (Traitors to the Indonesian Constitution).

The real PKI The real PKI is the PKI (Traitor to the Indonesian Constitution)

LOH....LOH...LOH...

THE RELIGIOUS FUNDS ARE SENATIONALLY USED FOR THE IKN...

PKI OH PKI

WHERE ARE THE WEAPONS PURCHASED BY THE COUNTRY TO SHOOTING DEAD THE PKI GROUP IN THE CONSTITUTION HOUSE.

THE REAL ENEMY THE REAL ENEMY OF THE INDONESIAN NATION UNDER THE FLAG OF THE REVOLUTION, there is ONLY one ENEMY, namely:

1. PKI (Traitor to the Indonesian Constitution).

The real PKI The real PKI is the PKI (Traitor to the Indonesian Constitution)"
1443,@jadulkpalabatu5499,2024-06-17T04:58:09Z,"PKI MAU KABUR PAKE MODAL RAMPOK UANG NEGARA YG DI PKI KAN.


BLUSUKAN BUSUK GORONG GORONG LOBANG BUAYA KE 2",0,"PKI WANTS TO ESCAPE USING CAPITAL OF ROBBERY OF STATE MONEY THAT PKI CALLED.

INTERVIEWING THE ROTTEN CROCODILE HOLE DRAIN 2"
1444,@Aryantibe,2024-06-17T04:55:28Z,"Kumpulan orang orang tidak berbobot kok di undang, cuma 1 orang sebelah kiri ngablinee yg pantas",0,"A group of worthless people were invited, only the one on the left who is worthy of being invited"
1445,@jadulkpalabatu5499,2024-06-17T04:53:37Z,"S U B V E R S I F
^^^^^^^^^^^^^^^^^^

JAM BERAPA ABRI MANUNGGAL BERSAMA DAULAT RAKYAT KAWAL DAULAT KESATUAN PERSATUAN MERDEKA DIRI BERBANGSA NASIONAL SABANG MERAUKE BANGSA PASAL 33 UUD 1945-9999.

DANA UMAT AGAMA SENASIONAL DIPAKE UNTUK IKN...

PKI OH PKI

KMANA SENJATA2 YG DIBELI NEGARA UNTUK TEMBAK MATI GEROMBOLAN PKI YG ADA DI DALAM RUMAH KONSTITUSI.

MUSUH NYATA NYATA MUSUH BANGSA NEGARA INDONESIA DI BAWAH BENDERA REVOLUSI itu CUMA ada satu MUSUH 
yakni:

1.PKI (Penghianat Konstitusi Indonesia).

PKI yg nyata Sesungguhnya PKI ialah PKI (Penghianat Konstitusi Indonesia )

LOH....LOH...LOH...

DANA UMAT AGAMS SENASIONAL DIPAKE UNTUK IKN...

PKI OH PKI

KMANA SENJATA2 YG DIBELI NEGARA UNTUK TEMBAK MATI GEROMBOLAN PKI YG ADA DI DALAM RUMAH KONSTITUSI.

MUSUH NYATA NYATA MUSUH BANGSA NEGARA INDONESIA DI BAWAH BENDERA REVOLUSI itu CUMA ada satu MUSUH 
yakni:

1.PKI (Penghianat Konstitusi Indonesia).

PKI yg nyata Sesungguhnya PKI ialah PKI (Penghianat Konstitusi Indonesia )",0,"S U B V E R S I F
^^^^^^^^^^^^^^^^^^

WHAT TIME WILL ABRI BE UNITED WITH THE PEOPLE'S SOVEREIGNTY, GUARDING THE SOVEREIGNTY OF THE UNITY, INDEPENDENCE, NATIONAL SABANG MERAUKE, NATION, ARTICLE 33 OF THE 1945-9999 UUD.

SENSATIONAL RELIGIOUS FUNDS USED FOR THE IKN...

PKI OH PKI

WHERE ARE THE WEAPONS PURCHASED BY THE COUNTRY TO SHOOTING DEAD THE PKI MOB IN THE CONSTITUTION HOUSE.

THE REAL ENEMY THE REAL ENEMY OF THE INDONESIAN NATION UNDER THE FLAG OF THE REVOLUTION, there is ONLY one ENEMY, namely:

1. PKI (Traitors to the Indonesian Constitution).

The real PKI The real PKI is the PKI (Traitor to the Indonesian Constitution)

LOH....LOH...LOH...

THE RELIGIOUS FUNDS ARE SENATIONALLY USED FOR THE IKN...

PKI OH PKI

WHERE ARE THE WEAPONS PURCHASED BY THE COUNTRY TO SHOOTING DEAD THE PKI GROUP IN THE CONSTITUTION HOUSE.

THE REAL ENEMY THE REAL ENEMY OF THE INDONESIAN NATION UNDER THE FLAG OF THE REVOLUTION, there is ONLY one ENEMY, namely:

1. PKI (Traitor to the Indonesian Constitution).

The real PKI The real PKI is the PKI (Traitor to the Indonesian Constitution)"
1446,@sulaimanulay7471,2024-06-17T04:47:47Z,"Yang dijelaskan oleh Nababan itu hanyalah teori, praktek di lapangannya gimana.😮😮😮",0,"What Nababan explained was just theory, what about the practice in the field? 😮😮😮"
1447,@sangcod3139,2024-06-17T04:34:30Z,"Ada ngabalin, berati semuaua yang ada disitu 11 12 sama si ngabalin😂😂",0,"There is Ngabalin, which means that everyone there is 11 12 with Ngabalin😂😂"
1448,@sulaimanulay7471,2024-06-17T04:31:42Z,Bulang aja gede isinya apa ya.,0,Just ask how big the contents are.
1449,@SangaSugeng,2024-06-17T04:26:17Z,"Benar omongan bgGES,,Jadi
bagus kalo segera pindah,,Biar
nggk ruet,,Luar biasa ya bgGes",5,"What Mr.GES said is true, so it would be good if you moved soon, so it wouldn't be complicated, that's amazing, Mr.Ges"
1450,@meniksundari7619,2024-06-19T21:16:20Z,Biar dinasti rezim pindah di IKN.. jos banget...mantab... tidur sana dihutan,0,Let the regime dynasty move to the IKN... really cool... awesome... sleep there in the forest
1451,@slametbejo4906,2024-06-17T04:24:46Z,"Jebakan pengakuan keberadaan ikn oleh jokowi,kalau banyak yg di undang di ikn otomatis di suruh mengakui ikn",1,"The trap of Jokowi's recognition of the existence of the IKN, if many people are invited to the IKN, they will automatically be asked to acknowledge the IKN"
1452,@ASuhaimi-wj9kr,2024-06-17T04:20:54Z,"Masalahnya bukan krn Ibukota akn pindah IKN akan dibangun, tapi Ngabalin itu apapun keputusan Jokowi pasti cocok dg otak Ngabalin. Hampir dia mendewakan sang Jokowi. Untung dia tdk menjdikn Jokowi seperti Nabi...",0,"The problem is not because the capital city will move, the IKN will be built, but Ngabalin, whatever Jokowi's decision will definitely fit Ngabalin's brain. He almost idolizes Jokowi. Luckily he doesn't make Jokowi like a prophet..."
1453,@muhammadaguss7466,2024-06-17T04:16:07Z,"Peradaban gak akan mungkin bisa di bamgun di jakarta, alasan kecil saja contoh, menertibkan kabel internet kabel listrik aja gak akan bisa di lakukan di jakarta bagaiamana mau membuat peradaban baru di jakarta .

yg jelas,Lebih murah bangun daerah baru daripada memperbaiki jakarta",0,"Civilization will never be possible to be built in Jakarta, for example, just a small reason, tidying up internet cables and electricity cables can't be done in Jakarta, how can you create a new civilization in Jakarta?

What is clear is that it is cheaper to build a new area than to fix Jakarta"
1454,@Wagiman123Wagiman32,2024-06-17T04:15:11Z,Ngeliat jenggot dan istrinya tentara aja kawan aja kawan ini,0,"Just look at the beard and his wife is a soldier, my friend, this is my friend"
1455,@Wagiman123Wagiman32,2024-06-17T04:09:22Z,Ngabalin PKI barang ini,0,Ngabalin PKI this item
1456,@Wagiman123Wagiman32,2024-06-17T04:07:45Z,Ground breaking........kerjanya kapan,0,Ground breaking........when will the work start?
1457,@Wagiman123Wagiman32,2024-06-17T04:06:52Z,Bangun bandara itu TDK susah  asal lahan ......engga usah bawa bawa agama,0,Building an airport is not difficult as long as you have the land... no need to bring religion into it
1458,@kuncorowidagdo5692,2024-06-17T04:05:53Z,"Nggak usah datang Bu, bikin muak aja lihat sang penguasa....😡😡.....hilangkan Asian value/Jokowi value dari NKRI demi menjaga reformasi, konstitusi dan Undang2...",0,"No need to come, Ma'am, it makes me sick to see the ruler....😡😡.....remove Asian values/Jokowi values ​​from the Republic of Indonesia in order to maintain reform, the constitution and laws..."
1459,@padlipad24,2024-06-17T04:04:20Z,"Balin... kok hilang taring nya,,, biasanya garang soal debat...",0,Balin... why are his fangs gone... he's usually fierce when it comes to debates...
1460,@muh.asbulsewang3017,2024-06-17T03:53:30Z,"Jakarta itu di penuhi oleh perantau,jika IKN selesai pasti orang rame rame pindah ke kalimantan.mengapa? di Kalimantan menjijikan bagi rakyat untuk mendapatkan pekerjaan, karena adanya IKN.",0,"Jakarta is filled with migrants, if the IKN is completed, people will definitely move to Kalimantan in droves. Why? In Kalimantan, it is disgusting for the people to get jobs, because of the IKN."
1461,@ASuhaimi-wj9kr,2024-06-17T03:53:07Z,"Ngabalin itu tak serasi dg sorbannya, sebaiknya lepas sorbannya itu.",0,"The ngabalin doesn't match the turban, it's better to take it off."
1462,@retnobudiastuti,2024-06-17T03:49:59Z,Beda penjelasana Ngabalin dengan Androf chaniago penggagas IKN,0,"Ngabalin's explanation is different from Androf Chaniago, the initiator of IKN"
1463,@muh.asbulsewang3017,2024-06-17T03:41:30Z,Kepala IKN dan wklx mundur karena tidak sejalan dengan kepalah daerah dalam menyelesaikan pembebasan lahan di IKN. yg mengakibatkan banyak pekerjaan baik jalan maupun bandara IKN terhambat. untuk itu AHY diutus presiden dan untuk menyelesaikan masalah pembebasan tanah tersebut sekaligus membasmi mafiah tanah.,0,The Head of IKN and WKLX resigned because they were not in line with the regional head in completing land acquisition in IKN. which resulted in many works both roads and IKN airports being hampered. for that AHY was sent by the president and to resolve the land acquisition problem as well as eradicate land mafia.
1464,@HibatullahKasah,2024-06-17T03:13:06Z,Ngabalin inikan penjilat sejati.,0,Ngabalin is a true sycophant.
1465,@sanggarsekma5853,2024-06-17T03:07:43Z,"KL GAK SUKA MASALAH IKN GAK USAH NYINYIR.
HANYA PRESIDEN JOKOWI LAH YG BISA MEMAJUKAN NEGARA DEMI UTK RAKYATNYA.
CUMA YG GAK SUKA SAJA, PIKIRAN YG KOTOR.
SELALU MENJELEKKAN PEMERINTAH.
BANDINGKAN DGN PRESIDEN2 YG SEBELUMNYA.
SEHAT SLL BAPAK PRESIDEN JOKOWI.
JGN PERNAH TAKUT
RAKYAT SLL MENDUKUNGMU.
ALLOH SLL BERSAMA PRESIDEN JOKOWI & SELURUH RAKYAT INDONESIA.
AMIN.....",0,"IF YOU DON'T LIKE THE IKN PROBLEM, DON'T BE SAYING.
ONLY PRESIDENT JOKOWI CAN ADVANCE THE COUNTRY FOR THE SAKE OF HIS PEOPLE.
ONLY THOSE WHO DON'T LIKE IT HAVE DIRTY MINDS.
ALWAYS BADLY BAD THE GOVERNMENT.
COMPARE WITH PREVIOUS PRESIDENTS.
ALWAYS BE HEALTHY, MR. PRESIDENT JOKOWI.
NEVER BE AFRAID
THE PEOPLE ALWAYS SUPPORT YOU.
GOD IS ALWAYS WITH PRESIDENT JOKOWI & ALL THE PEOPLE OF INDONESIA.
AMEN....."
1466,@NasaruddinNasution-lh3kf,2024-06-17T02:55:53Z,"Tujuan utk memerdekakan Rakyat dari penjajah iyalah agar Rakyat bisa hidup makmur,nyatanya setelah merdeka hanya para pejabat dan kroni-kroni nya yg hidup makmur,Rakyat masih banyak yg hidup miskin utk makan saja harus antrian membeli beras murah,Sungguh menangis Para Pahlawan Pejuang Kemerdekaan melihat sikond Negara ini.",0,"The goal of freeing the people from the colonizers was so that the people could live in prosperity, in fact after independence only officials and their cronies lived in prosperity, many people still lived in poverty, just to eat they had to queue to buy cheap rice, the Heroes of Independence Fighters really cried seeing the condition of this country."
1467,@aayfarihahhesya7575,2024-06-17T02:49:56Z,"udah bner ga nongol2, skrg ada lagi. hadeuuh",0,"It's not really noticeable, now it's there again. lol"
1468,@raydatunnisa3387,2024-06-17T02:38:03Z,"Uang pajak kami sdh ditangan pemerintah mau diapakan saja, dihambur2kan di IKN,  dipalak , dibegal dan di rampok SILAHKAN SAJA, KAMI RAKYAT TDK BERDAYA .",0,"Our tax money is already in the hands of the government, what can they do with it? Squander it in the IKN, extort it, mug it, and rob it. GO AWAY, WE THE PEOPLE ARE POWERLESS."
1469,@marlinahongkowidjojo5228,2024-06-17T02:21:45Z,"Saya sangat setuju dengan Pa  Ngabalin,sebaiknya ditunjuk oleh Presiden supaya bisa satu suara ,tetapi semua adalah urk kepentingan Bangsa Indonesia,Jadi berpikirlah selalu Positif Thinking.",0,"I totally agree with Mr. Ngabalin, it would be better if he was appointed by the President so that we can have one voice, but all of this is in the interests of the Indonesian nation, so always think positively."
1470,@sisuneo9296,2024-06-17T02:16:52Z,Ngibulin🤡,0,I'm sorry🤡
